"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir05Ox-b01300.2","Chir05Ox-b01300.2","AT2G02250","AtPP2-B2",1.18773248145715,0.642,0.001,0.890510233014195,5,0,0,NA,NA,"carbohydrate binding, nucleus","GEP_41"
"Chir06Ox-b11430.2","Chir06Ox-b11430.2",NA,NA,1.6513800510317,0.453,0.003,0.922480369414132,4,0,0,NA,NA,NA,"GEP_41"
"Chir02Ox-b17620.2","Chir02Ox-b17620.2","AT1G71050","HIPP20",2.85549894064097,0.896,0.004,0.755061140183667,10,0,0,NA,NA,"cadmium ion homeostasis, cytoplasm, detoxification of cadmium ion, molecular_function","GEP_41"
"Chir06Ox-b11990.2","Chir06Ox-b11990.2",NA,NA,1.79779802549133,0.443,0.004,0.972996072551697,2,0,0,NA,NA,NA,"GEP_41"
"Chir03Ox-b24280.2","Chir03Ox-b24280.2","AT3G24140","FMA",2.28569345629364,0.915,0.005,0.51821588872355,18,0,0,"Yes","bHLH","DNA-binding transcription factor activity, guard cell differentiation, guard cell fate commitment, guard mother cell differentiation, negative regulation of cell division, negative regulation of histone H3-K27 methylation, nucleus, positive regulation of cell differentiation, positive regulation of DNA-templated transcription, protein binding, protein dimerization activity, response to low humidity, stomatal complex development","GEP_41"
"Chir01Ox-b01210.2","Chir01Ox-b01210.2",NA,NA,3.82884829485892,0.906,0.006,0.776515269116344,8,0,0,NA,NA,NA,"GEP_41"
"Chir04Ox-b21420.2","Chir04Ox-b21420.2","AT2G38900","T7F6.7",1.72547453824897,0.613,0.006,0.803975886633886,7,0,0,NA,NA,"defense response, extracellular region, molecular_function, response to wounding","GEP_41"
"Chir05Ox-b23410.2","Chir05Ox-b23410.2","AT3G57600","F15B8.210",2.48515161746143,0.887,0.006,0.735196124655012,11,0,0,"Yes","ERF","DNA-binding transcription factor activity, nucleus, positive regulation of DNA-templated transcription, protein binding, response to stress, transcription cis-regulatory region binding","GEP_41"
"Chir06Ox-b13650.2","Chir06Ox-b13650.2",NA,NA,6.13111208441817,0.557,0.012,0.985557654367065,1,0,0,NA,NA,NA,"GEP_41"
"Chir08Ox-b09940.2","Chir08Ox-b09940.2",NA,NA,3.7968277532087,0.934,0.016,0.639804627864407,15,0,0,NA,NA,NA,"GEP_41"
