"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015979","GO:0015979","photosynthesis","7/34","197/21895",1.87886549715556e-08,3.64499906448179e-06,2.55130156982176e-06,"PnsL2/NDF6/Lhca5/NDF2/LHB1B1/PnsL1/ATBCA1",7
"GO:0019684","GO:0019684","photosynthesis, light reaction","5/34","128/21895",1.53321051866811e-06,9.16429932366613e-05,6.41451227755253e-05,"PnsL2/NDF6/Lhca5/NDF2/LHB1B1",5
"GO:0017014","GO:0017014","protein nitrosylation","3/34","16/21895",1.8895462523023e-06,9.16429932366613e-05,6.41451227755253e-05,"CRB/ATCAT3/ATGER3",3
"GO:0018119","GO:0018119","peptidyl-cysteine S-nitrosylation","3/34","16/21895",1.8895462523023e-06,9.16429932366613e-05,6.41451227755253e-05,"CRB/ATCAT3/ATGER3",3
"GO:0006091","GO:0006091","generation of precursor metabolites and energy","6/34","351/21895",1.49716752787169e-05,0.000580901000814214,0.000406599181253574,"PnsL2/NDF6/Lhca5/NDF2/LHB1B1/ADG2",6
"GO:0018198","GO:0018198","peptidyl-cysteine modification","3/34","43/21895",4.04642182069739e-05,0.00124625007133733,0.000872307429205182,"CRB/ATCAT3/ATGER3",3
"GO:0009409","GO:0009409","response to cold","6/34","427/21895",4.49677860791818e-05,0.00124625007133733,0.000872307429205182,"CRB/ATCAT3/AOR/Lhca5/ATBCA1/ATGER3",6
"GO:0009767","GO:0009767","photosynthetic electron transport chain","3/34","48/21895",5.64108266591626e-05,0.00136796254648469,0.000957499557767365,"PnsL2/NDF6/NDF2",3
"GO:1902183","GO:1902183","regulation of shoot apical meristem development","2/34","10/21895",0.000104507909240454,0.00225272604362757,0.0015767859990665,"AFO/YAB3",2
"GO:0010275","GO:0010275","NAD(P)H dehydrogenase complex assembly","2/34","11/21895",0.000127607509936452,0.00247558569276716,0.00173277566124234,"NDH-O/CRR9",2
"GO:1902182","GO:1902182","shoot apical meristem development","2/34","15/21895",0.000242667051194946,0.00427976435743814,0.00299560283293283,"AFO/YAB3",2
"GO:2000038","GO:2000038","regulation of stomatal complex development","2/34","16/21895",0.000277063837615323,0.0044791987081144,0.00313519605722603,"ATBCA1/AtEPFL9",2
"GO:0009773","GO:0009773","photosynthetic electron transport in photosystem I","2/34","17/21895",0.00031370008085257,0.00468137043733835,0.00327670529797421,"NDF6/NDF2",2
"GO:0022900","GO:0022900","electron transport chain","3/34","101/21895",0.000513836657782956,0.00703463412111986,0.00492386219004049,"PnsL2/NDF6/NDF2",3
"GO:0009768","GO:0009768","photosynthesis, light harvesting in photosystem I","2/34","23/21895",0.000580176009989267,0.00703463412111986,0.00492386219004049,"Lhca5/LHB1B1",2
"GO:0009944","GO:0009944","polarity specification of adaxial/abaxial axis","2/34","23/21895",0.000580176009989267,0.00703463412111986,0.00492386219004049,"AFO/YAB3",2
"GO:0065001","GO:0065001","specification of axis polarity","2/34","27/21895",0.000801781677702265,0.00914974385142585,0.00640432423675494,"AFO/YAB3",2
"GO:0009943","GO:0009943","adaxial/abaxial axis specification","2/34","28/21895",0.000862617662124149,0.00929710146956027,0.00650746657391902,"AFO/YAB3",2
"GO:0010257","GO:0010257","NADH dehydrogenase complex assembly","2/34","30/21895",0.000990765753154037,0.0101162397953623,0.00708081895605932,"NDH-O/CRR9",2
"GO:0001708","GO:0001708","cell fate specification","2/34","35/21895",0.0013486129059547,0.0130815451877606,0.00915637183516613,"AFO/YAB3",2
"GO:0009765","GO:0009765","photosynthesis, light harvesting","2/34","37/21895",0.00150660805574212,0.0139181887054272,0.00974197690179117,"Lhca5/LHB1B1",2
"GO:0009955","GO:0009955","adaxial/abaxial pattern specification","2/34","41/21895",0.00184778646725274,0.0162941170294106,0.0114049978122298,"AFO/YAB3",2
"GO:0009798","GO:0009798","axis specification","2/34","48/21895",0.00252460980455462,0.0212945348731998,0.0149050189834117,"AFO/YAB3",2
"GO:0003002","GO:0003002","regionalization","3/34","179/21895",0.00266868658374187,0.0215718832185801,0.0150991477764343,"AFO/YAB3/AtEPFL9",3
"GO:0007389","GO:0007389","pattern specification process","3/34","212/21895",0.00429307226938315,0.0333142408104132,0.0233181609579127,"AFO/YAB3/AtEPFL9",3
