"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir04Ox-b00240.2","AT2G21140","ATPRP2",1.52918461170898,0.171,0.001,0,0,NA,NA,"cell differentiation, plant-type cell wall, plant-type cell wall organization","DEGs"
"Chir02Ox-b17620.2","AT1G71050","HIPP20",1.34730474677875,0.232,0.005,3.96404153157741e-303,7.7933056510812e-299,NA,NA,"cadmium ion homeostasis, cytoplasm, detoxification of cadmium ion, molecular_function","DEGs"
"Chir05Ox-b04350.2","AT3G26960","MOJ10.4",1.11019983488658,0.359,0.007,0,0,NA,NA,"extracellular region, molecular_function, pattern specification process, response to light stimulus, shoot system development","DEGs"
"Chir01Ox-b11730.2","AT1G11850","F12F1.31",4.57560592401129,0.79,0.017,0,0,NA,NA,"cell wall organization or biogenesis, cellular_component, molecular_function, tissue development","DEGs"
"Chir08Ox-b30160.2","AT5G66440","K1F13.9",1.65823537580912,0.453,0.02,0,0,NA,NA,"defense response to other organism, molecular_function, nucleus, regulation of developmental process, response to fungus","DEGs"
"Chir03Ox-b10200.2","AT3G10910","ATL72",1.06436435533558,0.552,0.021,0,0,NA,NA,"cellular response to radiation, hormone-mediated signaling pathway, nucleus, regulation of defense response, response to abscisic acid, response to blue light","DEGs"
"Chir07Ox-b01700.2","AT5G40780","LHT1",1.39176038233439,0.26,0.021,1.43761429743442e-105,2.82634970875606e-101,NA,NA,"acidic amino acid transmembrane transporter activity, amino acid import, amino acid transmembrane transport, amino acid transmembrane transporter activity, cytoplasm, defense response, membrane, plastid","DEGs"
"Chir04Ox-b11570.2","AT2G29995",NA,1.02300858747301,0.293,0.022,2.94128391862855e-130,5.78256418402374e-126,NA,NA,"inorganic ion homeostasis, mitochondrion, molecular_function, protein-containing complex assembly, response to inorganic substance","DEGs"
"Chir03Ox-b14380.2","AT3G14760","T21E2.1",1.51544979850018,0.58,0.023,0,0,NA,NA,"cellular_component, molecular_function, response to light stimulus","DEGs"
"Chir04Ox-b09930.2","AT2G28410","T1B3.7",2.19291856052705,0.663,0.031,0,0,NA,NA,"cell differentiation, membrane, meristem development, molecular_function","DEGs"
