"gene_ID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","rank","source","TFs"
"Chir06Ox-b31270.2",0,0.334533402994822,0.146,0.005,0,1,"DEGs","Yes"
"Chir03Ox-b19560.2",6.6814248656307e-215,1.31242078288243,0.103,0.006,1.313568128583e-210,2,"GEP_34 and DEGs","No"
"Chir02Ox-b19530.2",0,1.38688663694374,0.305,0.014,0,3,"GEP_34 and DEGs","No"
"Chir08Ox-b03300.2",0,1.59489670054121,0.209,0.014,0,4,"GEP_34 and DEGs","No"
"Chir06Ox-b16730.2",0,1.53575042581431,0.318,0.015,0,5,"GEP_34 and DEGs","No"
"Chir06Ox-b16750.2",0,1.89597691077638,0.33,0.018,0,6,"GEP_34 and DEGs","No"
"Chir06Ox-b31280.2",0,0.688010934074269,0.491,0.032,0,7,"DEGs","Yes"
"Chir07Ox-b09390.2",0,1.73565631207636,0.576,0.034,0,8,"GEP_34 and DEGs","No"
"Chir07Ox-b35760.2",0,1.20455440202347,0.34,0.035,0,9,"GEP_34 and DEGs","No"
"Chir03Ox-b31670.2",0,2.24019919358018,0.658,0.048,0,10,"GEP_34 and DEGs","No"
"Chir07Ox-b09460.2",0,2.39542375956067,0.727,0.052,0,11,"GEP_34 and DEGs","No"
"Chir07Ox-b35940.2",4.59985575821498e-177,0.539256783476409,0.293,0.062,9.04331642065065e-173,12,"DEGs","Yes"
"Chir08Ox-b23350.2",0,0.44298679457467,0.39,0.067,0,13,"DEGs","Yes"
"Chir02Ox-b11540.2",0,1.24917424090521,0.533,0.074,0,14,"GEP_34 and DEGs","No"
"Chir07Ox-b09470.2",0,1.7745105520982,0.828,0.087,0,15,"DEGs","No"
"Chir07Ox-b00240.2",6.34522441344859e-271,0.387834322028892,0.416,0.09,1.24747111968399e-266,16,"DEGs","Yes"
"Chir04Ox-b10040.2",1.89578816655125e-57,0.297747571986409,0.247,0.094,3.72711953543976e-53,17,"DEGs","Yes"
"Chir06Ox-b24490.2",0,1.22149989127919,0.518,0.094,0,18,"DEGs","No"
"Chir05Ox-b24830.2",0,1.10644946773543,0.539,0.096,0,19,"DEGs","No"
"Chir07Ox-b35780.2",0,1.11261514355393,0.602,0.102,0,20,"DEGs","No"
"Chir03Ox-b03770.2",0,1.40538468986041,0.837,0.111,0,21,"DEGs","No"
"Chir07Ox-b26310.2",0,0.611776266923664,0.582,0.114,0,22,"DEGs","Yes"
"Chir01Ox-b23760.2",0,1.06843901273272,0.583,0.127,0,23,"DEGs","No"
"Chir02Ox-b20950.2",0,3.28565566025721,0.916,0.137,0,24,"DEGs","No"
"Chir04Ox-b13630.2",0,2.13775918262983,0.8,0.169,0,25,"DEGs","No"
"Chir04Ox-b29570.2",0,2.6640547762679,0.901,0.181,0,26,"DEGs","No"
"Chir08Ox-b23950.2",0,2.01077035289438,0.866,0.186,0,27,"DEGs","Yes"
"Chir02Ox-b02980.2",1.23127699295917e-292,2.81541790645054,0.63,0.199,2.42069056815773e-288,28,"DEGs","No"
"Chir01Ox-b08030.2",3.17990876498012e-156,0.738396372473494,0.726,0.384,6.25170063195091e-152,29,"DEGs","Yes"
"Chir01Ox-b04960.2",5.66823227116393e-222,0.846132944934736,0.779,0.398,1.11437446451083e-217,30,"DEGs","Yes"
