"gene_ID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","rank","source","TFs"
"Chir01Ox-b16130.2",0,0.485792055787674,0.558,0.056,0,1,"GEP_44 and DEGs","No"
"Chir02Ox-b15590.2",1.68682416875862e-33,0.341692479521233,0.133,0.071,3.31629631577945e-29,2,"DEGs","Yes"
"Chir03Ox-b09520.2",0,0.338257145917966,0.462,0.072,0,3,"GEP_44 and DEGs","No"
"Chir05Ox-b04890.2",0,0.584963239667133,0.566,0.087,0,4,"GEP_44 and DEGs","No"
"Chir02Ox-b23850.2",0,0.619690439199196,0.678,0.096,0,5,"GEP_44 and DEGs","No"
"Chir04Ox-b24920.2",0,0.508089728910155,0.586,0.096,0,6,"GEP_44 and DEGs","No"
"Chir08Ox-b01870.2",0,0.67748178823702,0.721,0.096,0,7,"GEP_44 and DEGs","No"
"Chir06Ox-b36620.2",0,0.633308624843325,0.707,0.097,0,8,"GEP_44 and DEGs","No"
"Chir06Ox-b37850.2",0,1.56815986800851,0.816,0.097,0,9,"GEP_44 and DEGs","No"
"Chir01Ox-b04690.2",0,0.693958525147262,0.719,0.1,0,10,"GEP_44 and DEGs","No"
"Chir03Ox-b02270.2",0,1.12376346327609,0.704,0.101,0,11,"GEP_44 and DEGs","No"
"Chir07Ox-b35530.2",0,0.699098827184973,0.745,0.122,0,12,"DEGs","Yes"
"Chir03Ox-b00380.2",0,1.2477024000409,0.851,0.125,0,13,"DEGs","No"
"Chir01Ox-b34950.2",0,1.53546810220352,0.897,0.127,0,14,"DEGs","No"
"Chir01Ox-b20780.2",0,1.08781286222063,0.845,0.14,0,15,"DEGs","No"
"Chir08Ox-b17470.2",0,1.26759280908166,0.887,0.147,0,16,"DEGs","No"
"Chir08Ox-b07120.2",0,1.71433174031621,0.862,0.17,0,17,"DEGs","No"
"Chir06Ox-b27720.2",0,0.52029212427488,0.734,0.171,0,18,"DEGs","Yes"
"Chir03Ox-b17520.2",0,1.47941372638716,0.922,0.173,0,19,"DEGs","No"
"Chir02Ox-b23650.2",0,1.4643699056757,0.905,0.175,0,20,"DEGs","No"
"Chir07Ox-b06190.2",0,1.06363691361839,0.904,0.179,0,21,"DEGs","No"
"Chir06Ox-b22210.2",0,1.87685538957705,0.926,0.186,0,22,"DEGs","No"
"Chir08Ox-b04120.2",0,1.34043597242702,0.929,0.189,0,23,"DEGs","No"
"Chir07Ox-b10980.2",0,0.405678832561646,0.724,0.27,0,24,"DEGs","Yes"
"Chir08Ox-b28190.2",2.27169113309215e-291,0.366089935374843,0.745,0.405,4.46614476765917e-287,25,"DEGs","Yes"
