"gene_ID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","rank","source","TFs"
"Chir01Ox-b35900.2",0,1.22702123836426,0.629,0.185,0,1,"DEGs","No"
"Chir08Ox-b28040.2",0,1.46306828015042,0.65,0.195,0,2,"DEGs","No"
"Chir02Ox-b11720.2",0,0.723349638920874,0.739,0.237,0,3,"GEP_5 and DEGs","No"
"Chir02Ox-b23040.2",0,1.24737319691561,0.878,0.301,0,4,"GEP_5 and DEGs","No"
"Chir01Ox-b15040.2",0,0.705427412173612,0.715,0.32,0,5,"GEP_5 and DEGs","No"
"Chir04Ox-b10410.2",0,2.46548634994981,0.91,0.324,0,6,"GEP_5 and DEGs","No"
"Chir05Ox-b11100.2",0,2.14863115909192,0.919,0.353,0,7,"GEP_5 and DEGs","No"
"Chir08Ox-b22280.2",0,1.98964620722223,0.908,0.361,0,8,"GEP_5 and DEGs","No"
"Chir01Ox-b08780.2",0,2.61625641071565,0.932,0.396,0,9,"GEP_5 and DEGs","No"
"Chir01Ox-b11230.2",0,0.735750545216815,0.871,0.411,0,10,"GEP_5 and DEGs","No"
"Chir06Ox-b16310.2",0,1.01523695863294,0.819,0.419,0,11,"DEGs","No"
"Chir01Ox-b08430.2",0,1.56585363933893,0.904,0.426,0,12,"GEP_5 and DEGs","No"
"Chir05Ox-b19240.2",0,2.30729485390304,0.929,0.427,0,13,"GEP_5 and DEGs","No"
"Chir04Ox-b21360.2",0,1.15465977831845,0.876,0.436,0,14,"DEGs","No"
"Chir03Ox-b20700.2",0,2.27659180159054,0.933,0.441,0,15,"DEGs","No"
"Chir08Ox-b28050.2",0,2.59814202218997,0.934,0.441,0,16,"DEGs","No"
"Chir06Ox-b28880.2",0,2.39514082925698,0.945,0.473,0,17,"DEGs","No"
"Chir08Ox-b22300.2",0,2.3970389617441,0.938,0.477,0,18,"DEGs","No"
"Chir04Ox-b10370.2",0,1.6243635978515,0.935,0.514,0,19,"DEGs","No"
"Chir01Ox-b06140.2",0,2.12815855904823,0.941,0.524,0,20,"DEGs","No"
