"gene_ID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","rank","source","TFs"
"Chir07Ox-b11460.2",0,1.17046324742438,0.715,0.037,0,1,"GEP_11 and DEGs","No"
"Chir08Ox-b18100.2",0,1.58941821597258,0.732,0.04,0,2,"GEP_11 and DEGs","No"
"Chir02Ox-b02110.2",0,1.06757903411481,0.816,0.05,0,3,"GEP_11 and DEGs","Yes"
"Chir05Ox-b17110.2",0,1.72439682112989,0.901,0.058,0,4,"GEP_11 and DEGs","No"
"Chir03Ox-b10770.2",0,1.03800576158691,0.728,0.066,0,5,"GEP_11 and DEGs","No"
"Chir05Ox-b17060.2",0,1.35344916541567,0.828,0.067,0,6,"GEP_11 and DEGs","No"
"Chir05Ox-b16570.2",0,2.64450181384348,0.924,0.069,0,7,"GEP_11 and DEGs","No"
"Chir05Ox-b16620.2",0,1.12126695580209,0.535,0.07,0,8,"GEP_11 and DEGs","No"
"Chir08Ox-b30340.2",0,2.38230176080105,0.728,0.073,0,9,"GEP_11 and DEGs","No"
"Chir02Ox-b02100.2",0,1.84096551627743,0.89,0.074,0,10,"GEP_11 and DEGs","No"
"Chir08Ox-b07020.2",0,0.319602609077518,0.492,0.074,0,11,"DEGs","Yes"
"Chir06Ox-b05150.2",0,1.80455969004824,0.913,0.076,0,12,"DEGs","No"
"Chir07Ox-b06540.2",0,1.9491773391963,0.832,0.076,0,13,"DEGs","No"
"Chir03Ox-b16050.2",0,0.792568087844838,0.674,0.077,0,14,"DEGs","Yes"
"Chir03Ox-b12040.2",0,1.57200087185573,0.575,0.079,0,15,"DEGs","No"
"Chir08Ox-b30440.2",0,1.93567232617661,0.743,0.081,0,16,"DEGs","No"
"Chir04Ox-b24880.2",0,2.22682181205411,0.933,0.083,0,17,"DEGs","No"
"Chir07Ox-b34930.2",0,1.12096209485439,0.688,0.087,0,18,"DEGs","No"
"Chir01Ox-b02600.2",0,1.14828948681815,0.874,0.091,0,19,"DEGs","No"
"Chir03Ox-b04700.2",0,1.17223929044969,0.632,0.094,0,20,"DEGs","No"
"Chir08Ox-b02080.2",0,2.55105136124679,0.863,0.094,0,21,"DEGs","No"
"Chir01Ox-b02880.2",0,1.5973363096235,0.806,0.098,0,22,"DEGs","No"
"Chir08Ox-b00690.2",0,0.36325137139359,0.607,0.147,0,23,"DEGs","Yes"
"Chir07Ox-b35530.2",0,0.535949387433292,0.69,0.149,0,24,"DEGs","Yes"
"Chir06Ox-b27720.2",0,0.350679631886486,0.678,0.196,0,25,"DEGs","Yes"
"Chir07Ox-b20760.2",2.8179332892703e-233,0.330910483746652,0.669,0.297,5.54005684670541e-229,26,"DEGs","Yes"
"Chir01Ox-b38410.2",0,0.499520130775337,0.923,0.574,0,27,"DEGs","Yes"
