"gene_ID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","rank","source","TFs"
"Chir03Ox-b01000.2",0,1.17339476338246,0.164,0.001,0,1,"DEGs","No"
"Chir04Ox-b26410.2",0,1.20549927645969,0.201,0.001,0,2,"DEGs","No"
"Chir05Ox-b10320.2",0,2.95098848071269,0.212,0.002,0,3,"DEGs","No"
"Chir07Ox-b31070.2",0,1.31795419436044,0.201,0.002,0,4,"DEGs","No"
"Chir03Ox-b05160.2",0,1.34266477640956,0.135,0.004,0,5,"DEGs","No"
"Chir04Ox-b26430.2",0,1.07492063165693,0.479,0.005,0,6,"DEGs","No"
"Chir07Ox-b16670.2",0,1.15834126806129,0.299,0.005,0,7,"DEGs","No"
"Chir04Ox-b20210.2",0,1.03438924391624,0.626,0.006,0,8,"GEP_6 and DEGs","No"
"Chir07Ox-b20540.2",0,1.92585120780537,0.562,0.006,0,9,"DEGs","Yes"
"Chir04Ox-b21490.2",0,1.33630862729284,0.399,0.006,0,10,"DEGs","No"
"Chir07Ox-b21080.2",0,1.05712667565412,0.33,0.006,0,11,"DEGs","No"
"Chir07Ox-b33740.2",0,1.30810421319594,0.707,0.007,0,12,"GEP_6 and DEGs","No"
"Chir08Ox-b26390.2",0,1.59447765996078,0.512,0.009,0,13,"GEP_6 and DEGs","No"
"Chir06Ox-b01170.2",0,1.35886605336682,0.547,0.009,0,14,"DEGs","No"
"Chir05Ox-b16400.2",0,1.16707505294172,0.734,0.01,0,15,"GEP_6 and DEGs","Yes"
"Chir01Ox-b19700.2",0,1.91473150974553,0.796,0.012,0,16,"GEP_6 and DEGs","Yes"
"Chir04Ox-b25790.2",0,1.3801874459137,0.563,0.016,0,17,"GEP_6 and DEGs","No"
"Chir05Ox-b26740.2",0,2.57333134233772,0.749,0.02,0,18,"GEP_6 and DEGs","No"
"Chir07Ox-b33690.2",0,1.09387475261089,0.56,0.022,0,19,"GEP_6 and DEGs","Yes"
"Chir03Ox-b24740.2",0,1.15095874004525,0.596,0.025,0,20,"GEP_6 and DEGs","No"
"Chir07Ox-b33770.2",0,1.19210300756442,0.724,0.027,0,21,"GEP_6 and DEGs","Yes"
"Chir06Ox-b35160.2",0,1.24570765821547,0.601,0.041,0,22,"DEGs","Yes"
"Chir05Ox-b02980.2",0,1.27301517405475,0.584,0.045,0,23,"DEGs","Yes"
"Chir04Ox-b23870.2",0,1.11596062807901,0.608,0.051,0,24,"DEGs","Yes"
"Chir07Ox-b21070.2",1.25908098332979e-251,0.704807708572185,0.464,0.086,2.47535321322637e-247,25,"DEGs","Yes"
"Chir08Ox-b23440.2",0,1.18122850550278,0.748,0.087,0,26,"DEGs","Yes"
"Chir04Ox-b12850.2",0,0.829632441545796,0.613,0.113,0,27,"DEGs","Yes"
"Chir04Ox-b29790.2",6.47495708472463e-279,0.914914993569491,0.667,0.19,1.27297656285686e-274,28,"DEGs","Yes"
"Chir01Ox-b43460.2",9.73900578818286e-214,0.757605432891889,0.65,0.211,1.91468853795675e-209,29,"DEGs","Yes"
"Chir01Ox-b19750.2",7.38656392310747e-164,0.893381225347021,0.619,0.213,1.45219846728293e-159,30,"DEGs","Yes"
