"gene_ID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","rank","source","TFs"
"Chir03Ox-b14400.2",0,1.07083463219721,0.118,0.002,0,1,"DEGs","No"
"Chir01Ox-b24800.2",0,1.2137907552906,0.105,0.003,0,2,"DEGs","No"
"Chir05Ox-b04070.2",0,1.36024167780605,0.524,0.007,0,3,"DEGs","No"
"Chir06Ox-b14280.2",0,1.20763254463323,0.328,0.009,0,4,"DEGs","No"
"Chir06Ox-b19550.2",0,1.40938642391946,0.218,0.009,0,5,"DEGs","No"
"Chir06Ox-b14960.2",0,2.05036473716432,0.36,0.011,0,6,"DEGs","Yes"
"Chir03Ox-b28030.2",0,2.06520291971442,0.5,0.014,0,7,"GEP_10 and DEGs","No"
"Chir05Ox-b27550.2",0,0.807345027164595,0.515,0.019,0,8,"GEP_10 and DEGs","Yes"
"Chir02Ox-b17390.2",0,3.2804299101387,0.303,0.019,0,9,"DEGs","No"
"Chir03Ox-b15440.2",0,2.26029098807835,0.402,0.025,0,10,"DEGs","No"
"Chir03Ox-b00650.2",0,1.038763288619,0.395,0.029,0,11,"DEGs","Yes"
"Chir03Ox-b16100.2",0,1.02685424723492,0.313,0.03,0,12,"DEGs","No"
"Chir02Ox-b00230.2",0,1.02892972186134,0.617,0.036,0,13,"GEP_10 and DEGs","Yes"
"Chir01Ox-b27170.2",0,2.11167316044337,0.786,0.043,0,14,"GEP_10 and DEGs","No"
"Chir03Ox-b15040.2",0,2.50130154218069,0.58,0.043,0,15,"DEGs","No"
"Chir04Ox-b25860.2",1.58230887480455e-132,1.60321131379409,0.2,0.046,3.11081924786575e-128,16,"DEGs","No"
"Chir04Ox-b23870.2",0,0.99040669286964,0.44,0.048,0,17,"GEP_10 and DEGs","Yes"
"Chir04Ox-b18820.2",0,0.999363452232826,0.624,0.049,0,18,"GEP_10 and DEGs","No"
"Chir07Ox-b21070.2",0,1.11426412791664,0.746,0.066,0,19,"GEP_10 and DEGs","Yes"
"Chir02Ox-b03080.2",1.96181248087497e-125,1.2184701965995,0.252,0.072,3.85692333740019e-121,20,"GEP_10 and DEGs","No"
"Chir04Ox-b10040.2",0,1.20192007202212,0.582,0.078,0,21,"DEGs","Yes"
"Chir02Ox-b22440.2",0,1.99079071833963,0.582,0.088,0,22,"GEP_10 and DEGs","No"
"Chir06Ox-b17980.2",0,1.55737054641172,0.717,0.096,0,23,"GEP_10 and DEGs","No"
"Chir06Ox-b22720.2",0,1.37182255655711,0.576,0.096,0,24,"DEGs","Yes"
"Chir07Ox-b26310.2",0,1.36018299556522,0.805,0.101,0,25,"DEGs","Yes"
"Chir04Ox-b02280.2",0,1.24029369941804,0.498,0.11,0,26,"DEGs","Yes"
"Chir08Ox-b23950.2",1.20826388272134e-282,1.20728621764704,0.573,0.192,2.37544679343016e-278,27,"DEGs","Yes"
"Chir01Ox-b28620.2",0,1.14519636549528,0.746,0.234,0,28,"DEGs","Yes"
"Chir07Ox-b35230.2",4.12790983166363e-194,1.00987275603246,0.622,0.296,8.11547072905069e-190,29,"DEGs","Yes"
"Chir01Ox-b08030.2",1.51560562524178e-230,0.978701646344656,0.73,0.381,2.97968065922533e-226,30,"DEGs","Yes"
