"gene_ID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","rank","source","TFs"
"Chir06Ox-b35150.2",0,0.37969248310347,0.178,0.014,0,1,"DEGs","Yes"
"Chir06Ox-b35870.2",0,0.407246654131783,0.338,0.021,0,2,"GEP_32 and DEGs","Yes"
"Chir08Ox-b07590.2",0,0.700892319089423,0.328,0.028,0,3,"GEP_32 and DEGs","No"
"Chir05Ox-b16230.2",0,0.520495385017822,0.309,0.032,0,4,"GEP_32 and DEGs","Yes"
"Chir01Ox-b42060.2",0,0.371289524126017,0.325,0.033,0,5,"GEP_32 and DEGs","No"
"Chir01Ox-b35290.2",0,0.53556099988031,0.352,0.035,0,6,"DEGs","Yes"
"Chir03Ox-b30470.2",0,0.536151798848977,0.401,0.047,0,7,"GEP_32 and DEGs","No"
"Chir04Ox-b20280.2",1.24491284123407e-294,0.543887288660216,0.294,0.067,2.44749864586618e-290,8,"GEP_32 and DEGs","No"
"Chir07Ox-b11520.2",0,1.25032866107276,0.514,0.071,0,9,"DEGs","No"
"Chir01Ox-b29650.2",0,0.49163611413985,0.476,0.077,0,10,"GEP_32 and DEGs","No"
"Chir05Ox-b20810.2",3.86961446846297e-234,0.687361941883756,0.311,0.087,7.60766204499819e-230,11,"GEP_32 and DEGs","No"
"Chir08Ox-b06850.2",0,2.78190382574622,0.6,0.088,0,12,"GEP_32 and DEGs","No"
"Chir06Ox-b17160.2",9.03815944256137e-199,1.11253107277627,0.295,0.088,1.77690214640756e-194,13,"DEGs","No"
"Chir06Ox-b04370.2",2.58549787310598e-143,0.481486271522739,0.273,0.093,5.08308881852636e-139,14,"GEP_32 and DEGs","No"
"Chir08Ox-b08610.2",1.70386374708871e-93,0.39047884988253,0.238,0.096,3.3497961267764e-89,15,"DEGs","Yes"
"Chir02Ox-b14000.2",0,1.15420024220515,0.566,0.111,0,16,"DEGs","No"
"Chir04Ox-b25400.2",0,1.53833766319912,0.772,0.159,0,17,"DEGs","No"
"Chir08Ox-b28310.2",3.97548120415938e-303,0.399296659023425,0.477,0.161,7.81579604737733e-299,18,"DEGs","Yes"
"Chir02Ox-b02980.2",0,2.99382186255408,0.772,0.174,0,19,"DEGs","No"
"Chir03Ox-b32220.2",4.87522700877914e-286,0.393049220022756,0.509,0.184,9.58469629925979e-282,20,"DEGs","Yes"
"Chir06Ox-b00490.2",0,0.637708618584298,0.562,0.204,0,21,"DEGs","Yes"
"Chir02Ox-b16260.2",0,0.629089734120158,0.693,0.224,0,22,"DEGs","Yes"
"Chir03Ox-b13460.2",0,0.579725763658087,0.577,0.229,0,23,"DEGs","Yes"
"Chir01Ox-b33620.2",0,1.01827772147446,0.81,0.274,0,24,"DEGs","No"
"Chir01Ox-b14810.2",0,1.21088122851608,0.805,0.298,0,25,"DEGs","No"
"Chir07Ox-b27160.2",0,1.41576042960778,0.747,0.319,0,26,"DEGs","No"
"Chir01Ox-b04960.2",1.0505294049082e-258,0.600596386251667,0.708,0.39,2.06534081004953e-254,27,"DEGs","Yes"
"Chir08Ox-b28190.2",3.88788921484738e-262,0.540773962712336,0.732,0.417,7.64359019638996e-258,28,"DEGs","Yes"
"Chir01Ox-b21060.2",0,1.91804310553752,0.867,0.425,0,29,"DEGs","No"
"Chir03Ox-b17790.2",0,1.04548535602207,0.759,0.444,0,30,"DEGs","No"
