"gene_ID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","rank","source","TFs"
"Chir03Ox-b14380.2",0,0.80842805055589,0.293,0.01,0,1,"GEP_29 and DEGs","No"
"Chir06Ox-b37080.2",0,0.669641780072717,0.425,0.012,0,2,"GEP_33 and DEGs","No"
"Chir01Ox-b32760.2",0,2.06536863357232,0.479,0.033,0,3,"GEP_29 and DEGs","No"
"Chir06Ox-b28370.2",0,0.814779245339295,0.538,0.037,0,4,"GEP_33 and DEGs","No"
"Chir06Ox-b36980.2",0,0.563020787095057,0.465,0.037,0,5,"GEP_33 and DEGs","No"
"Chir08Ox-b23340.2",0,2.23879735170307,0.855,0.042,0,6,"GEP_29 and DEGs","No"
"Chir07Ox-b14510.2",0,0.827282631010085,0.545,0.044,0,7,"GEP_29 and DEGs","No"
"Chir04Ox-b05930.2",2.63972071379853e-257,0.450681477080682,0.238,0.044,5.18969092332791e-253,8,"GEP_33 and DEGs","No"
"Chir07Ox-b16250.2",0,0.52020213409441,0.439,0.045,0,9,"GEP_33 and DEGs","No"
"Chir08Ox-b14990.2",0,1.17933162649042,0.721,0.048,0,10,"GEP_29 and DEGs","Yes"
"Chir02Ox-b11260.2",0,0.37178164255045,0.287,0.049,0,11,"GEP_33 and DEGs","Yes"
"Chir05Ox-b27770.2",0,1.68555046488708,0.616,0.05,0,12,"GEP_29 and DEGs","No"
"Chir02Ox-b27910.2",0,2.84285795816023,0.737,0.054,0,13,"GEP_29 and DEGs","No"
"Chir01Ox-b05280.2",6.26330007559051e-211,0.350477837696795,0.246,0.055,1.2313647948611e-206,14,"GEP_33 and DEGs","No"
"Chir05Ox-b16920.2",0,0.948384007854796,0.309,0.056,0,15,"GEP_29 and DEGs","No"
"Chir05Ox-b01380.2",0,0.846564613348879,0.523,0.057,0,16,"GEP_29 and DEGs","Yes"
"Chir04Ox-b30440.2",0,0.660098881146294,0.502,0.058,0,17,"GEP_33 and DEGs","No"
"Chir03Ox-b22760.2",0,0.773741510733275,0.465,0.069,0,18,"DEGs","Yes"
"Chir07Ox-b23930.2",0,0.419571834736905,0.507,0.08,0,19,"GEP_33 and DEGs","No"
"Chir04Ox-b28190.2",0,0.951846508897615,0.452,0.082,0,20,"GEP_29 and DEGs","No"
"Chir03Ox-b12040.2",0,1.51637521935585,0.391,0.092,0,21,"DEGs","No"
"Chir01Ox-b07190.2",0,0.69297677221046,0.64,0.096,0,22,"GEP_33 and DEGs","No"
"Chir08Ox-b30340.2",1.34586607250175e-268,1.56428752468363,0.362,0.097,2.64597269853844e-264,23,"DEGs","No"
"Chir02Ox-b02100.2",0,1.06656880925983,0.43,0.104,0,24,"DEGs","No"
"Chir06Ox-b05150.2",0,1.09317282691495,0.416,0.109,0,25,"DEGs","No"
"Chir04Ox-b24880.2",0,1.91644412423401,0.462,0.114,0,26,"DEGs","No"
"Chir03Ox-b13500.2",0,1.15315104088812,0.762,0.116,0,27,"DEGs","No"
"Chir01Ox-b02880.2",0,1.11013545213093,0.464,0.121,0,28,"DEGs","No"
"Chir08Ox-b02080.2",0,1.6126155227385,0.442,0.121,0,29,"DEGs","No"
"Chir06Ox-b28110.2",0,1.07589379467928,0.733,0.129,0,30,"DEGs","No"
"Chir03Ox-b01760.2",1.34427631608383e-285,2.04878839452323,0.433,0.132,2.6428472374208e-281,31,"DEGs","No"
"Chir05Ox-b12470.2",0,0.835158684920109,0.737,0.134,0,32,"DEGs","Yes"
"Chir07Ox-b35530.2",0,0.731267299131284,0.577,0.157,0,33,"DEGs","Yes"
"Chir05Ox-b06840.2",0,0.87740166069909,0.783,0.16,0,34,"DEGs","Yes"
"Chir01Ox-b04460.2",0,1.0344218474181,0.874,0.161,0,35,"DEGs","Yes"
"Chir08Ox-b04440.2",0,1.20999646919334,0.932,0.169,0,36,"DEGs","Yes"
"Chir07Ox-b18410.2",0,1.19037251742661,0.948,0.183,0,37,"DEGs","Yes"
"Chir01Ox-b14480.2",0,1.30174003356484,0.848,0.217,0,38,"DEGs","Yes"
"Chir05Ox-b26960.2",0,0.770624326860868,0.721,0.314,0,39,"DEGs","Yes"
"Chir05Ox-b04050.2",0,0.859886875727098,0.842,0.5,0,40,"DEGs","Yes"
