"gene_ID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","rank","source","TFs"
"Chir01Ox-b20670.2",0,3.90869307237027,0.104,0,0,1,"DEGs","No"
"Chir06Ox-b22830.2",0,3.12108848081998,0.146,0,0,2,"DEGs","No"
"Chir07Ox-b15730.2",0,1.87979589399406,0.115,0,0,3,"DEGs","No"
"Chir04Ox-b29500.2",0,1.36461107850937,0.417,0.001,0,4,"GEP_30 and DEGs","No"
"Chir02Ox-b02290.2",0,1.1592593079705,0.354,0.001,0,5,"DEGs","No"
"Chir06Ox-b35840.2",0,2.83219860858101,0.562,0.002,0,6,"GEP_30 and DEGs","No"
"Chir08Ox-b22940.2",0,2.1618476427505,0.531,0.002,0,7,"GEP_30 and DEGs","No"
"Chir06Ox-b05160.2",6.27539355756566e-124,1.03511990164116,0.115,0.002,1.23374237341741e-119,8,"DEGs","No"
"Chir08Ox-b00330.2",2.49127031398719e-110,1.47800771368769,0.115,0.002,4.89783743729882e-106,9,"DEGs","No"
"Chir01Ox-b00330.2",0,1.99521319963831,0.479,0.003,0,10,"GEP_30 and DEGs","No"
"Chir03Ox-b09310.2",0,2.83320442696116,0.562,0.003,0,11,"GEP_30 and DEGs","No"
"Chir04Ox-b10520.2",0,1.51144595307141,0.354,0.003,0,12,"DEGs","No"
"Chir02Ox-b15170.2",0,2.22689059386348,0.469,0.004,0,13,"GEP_30 and DEGs","Yes"
"Chir02Ox-b17260.2",1.59546795376526e-240,1.07268191438012,0.24,0.004,3.1366899971025e-236,14,"DEGs","No"
"Chir06Ox-b21910.2",5.09670589787557e-199,1.16276434566064,0.208,0.004,1.00201237952234e-194,15,"DEGs","No"
"Chir02Ox-b18880.2",0,1.85683100030891,0.354,0.006,0,16,"DEGs","No"
"Chir06Ox-b31200.2",0,1.35677094382359,0.385,0.008,0,17,"GEP_30 and DEGs","No"
"Chir03Ox-b32580.2",0,1.76765200513783,0.542,0.01,0,18,"GEP_30 and DEGs","Yes"
"Chir02Ox-b27890.2",9.69345935081226e-138,1.21028523103379,0.292,0.011,1.90573410836969e-133,19,"GEP_30 and DEGs","No"
"Chir06Ox-b30590.2",2.26695420607478e-277,1.66716914218073,0.417,0.011,4.45683196914302e-273,20,"GEP_30 and DEGs","No"
"Chir08Ox-b27120.2",5.4593109412638e-24,1.23428584028592,0.177,0.023,1.07330053105246e-19,21,"DEGs","Yes"
"Chir07Ox-b33690.2",7.71107146820581e-167,1.4411509952059,0.531,0.032,1.51599665064926e-162,22,"DEGs","Yes"
"Chir07Ox-b30200.2",1.75837583819192e-168,1.81196171585093,0.552,0.035,3.45696689788532e-164,23,"DEGs","Yes"
"Chir05Ox-b02980.2",7.68607812733701e-93,2.03475011206656,0.521,0.056,1.51108295983446e-88,24,"DEGs","Yes"
"Chir04Ox-b23870.2",2.61989507723406e-86,1.74859600110533,0.531,0.062,5.15071372184216e-82,25,"DEGs","Yes"
"Chir07Ox-b35940.2",1.22749972964233e-10,1.30656789777058,0.229,0.069,2.41326446847682e-06,26,"DEGs","Yes"
"Chir03Ox-b21380.2",6.75520151135611e-38,1.46550558566384,0.49,0.113,1.32807261713261e-33,27,"DEGs","Yes"
"Chir01Ox-b41000.2",2.81201223127246e-44,1.25869914070467,0.542,0.121,5.52841604668167e-40,28,"DEGs","Yes"
"Chir06Ox-b14570.2",7.4468843538199e-23,1.03945922997102,0.448,0.134,1.46405746396099e-18,29,"DEGs","Yes"
"Chir01Ox-b28620.2",2.29754574239103e-26,1.99764857171839,0.604,0.254,4.51697492954077e-22,30,"DEGs","Yes"
