"gene_ID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","rank","source","TFs"
"Chir05Ox-b28440.2",0,1.50343929998237,0.549,0.001,0,1,"GEP_42 and DEGs","No"
"Chir04Ox-b00240.2",0,1.57215883084191,0.179,0.001,0,2,"DEGs","No"
"Chir05Ox-b21110.2",0,2.53535377984474,0.416,0.002,0,3,"GEP_28 and DEGs","No"
"Chir01Ox-b03780.2",0,1.72290934149876,0.451,0.002,0,4,"GEP_42 and DEGs","No"
"Chir03Ox-b05620.2",0,3.44027598834668,0.445,0.002,0,5,"GEP_42 and DEGs","Yes"
"Chir07Ox-b23500.2",0,1.74708416056483,0.728,0.002,0,6,"GEP_42 and DEGs","No"
"Chir01Ox-b08370.2",0,1.18259826914245,0.48,0.003,0,7,"GEP_28 and DEGs","Yes"
"Chir02Ox-b18370.2",0,2.42115985202971,0.566,0.003,0,8,"GEP_42 and DEGs","No"
"Chir03Ox-b35560.2",0,2.44959124412325,0.671,0.003,0,9,"GEP_42 and DEGs","No"
"Chir01Ox-b17020.2",0,1.66986945482418,0.549,0.004,0,10,"GEP_28 and DEGs","No"
"Chir06Ox-b31760.2",0,1.30653587765978,0.526,0.004,0,11,"GEP_42 and DEGs","No"
"Chir01Ox-b32160.2",0,1.2497050603692,0.699,0.005,0,12,"GEP_42 and DEGs","No"
"Chir02Ox-b17620.2",1.63729040551103e-302,1.36827971233501,0.237,0.005,3.21891293723468e-298,13,"DEGs","No"
"Chir08Ox-b21640.2",1.21117473533127e-65,1.36361715792897,0.116,0.006,2.38116952966128e-61,14,"GEP_28 and DEGs","No"
"Chir03Ox-b24280.2",0,1.55123924176394,0.445,0.006,0,15,"DEGs","Yes"
"Chir05Ox-b04350.2",0,1.15748820459391,0.382,0.007,0,16,"DEGs","No"
"Chir01Ox-b24670.2",0,1.18692081692776,0.642,0.011,0,17,"GEP_42 and DEGs","No"
"Chir07Ox-b15170.2",0,4.48470969869498,0.434,0.013,0,18,"GEP_28 and DEGs","No"
"Chir03Ox-b30540.2",1.21334074980942e-238,1.11534375876628,0.341,0.015,2.38542791412531e-234,19,"GEP_28 and DEGs","No"
"Chir07Ox-b37240.2",2.68186368704631e-85,1.00961458076004,0.202,0.015,5.27254400873305e-81,20,"GEP_28 and DEGs","No"
"Chir01Ox-b03210.2",0,2.74256604687087,0.405,0.016,0,21,"GEP_42 and DEGs","No"
"Chir01Ox-b11730.2",0,4.62957443922977,0.815,0.017,0,22,"DEGs","No"
"Chir01Ox-b27220.2",0,3.41869100990115,0.434,0.018,0,23,"GEP_28 and DEGs","No"
"Chir08Ox-b30160.2",0,1.70520535355855,0.474,0.02,0,24,"DEGs","No"
"Chir03Ox-b10200.2",0,1.09617931756775,0.578,0.021,0,25,"DEGs","No"
"Chir07Ox-b01700.2",2.34690699549616e-106,1.43303983337863,0.266,0.021,4.61401915314545e-102,26,"DEGs","No"
"Chir03Ox-b05340.2",9.42723431821913e-166,1.00865011462297,0.341,0.022,1.85339426696188e-161,27,"GEP_28 and DEGs","No"
"Chir04Ox-b11570.2",8.31620813367243e-132,1.05569051276999,0.301,0.022,1.63496651908e-127,28,"DEGs","No"
"Chir03Ox-b14380.2",0,1.54065590787682,0.595,0.023,0,29,"DEGs","No"
"Chir08Ox-b30170.2",5.13008924794028e-122,3.56169370695231,0.306,0.025,1.00857554614506e-117,30,"GEP_28 and DEGs","No"
"Chir05Ox-b12230.2",0,2.51431199319159,0.705,0.03,0,31,"DEGs","No"
"Chir02Ox-b03290.2",3.84512769045112e-64,1.64089454690681,0.543,0.128,7.55952103942689e-60,32,"DEGs","Yes"
"Chir05Ox-b03000.2",5.8761239033009e-100,1.10102972438262,0.676,0.145,1.15524595938896e-95,33,"DEGs","Yes"
"Chir05Ox-b06840.2",2.14216238982329e-73,1.575188388107,0.717,0.192,4.21149125839259e-69,34,"DEGs","Yes"
"Chir01Ox-b04460.2",4.09641261384738e-105,1.30364239266077,0.803,0.197,8.05354719882395e-101,35,"DEGs","Yes"
"Chir05Ox-b26390.2",1.86194273855446e-32,1.14693652660188,0.549,0.227,3.66057942399808e-28,36,"DEGs","Yes"
"Chir01Ox-b14480.2",8.98937993318123e-48,1.11521540887141,0.665,0.25,1.76731209486343e-43,37,"DEGs","Yes"
"Chir07Ox-b35230.2",6.76091918239694e-79,1.30789952016867,0.838,0.306,1.32919671125924e-74,38,"DEGs","Yes"
"Chir06Ox-b32290.2",3.25438801583737e-78,1.84459237069176,0.838,0.337,6.39812683913626e-74,39,"DEGs","Yes"
"Chir05Ox-b04050.2",1.33637834255439e-49,1.14294764011879,0.821,0.518,2.62731982146193e-45,40,"DEGs","Yes"
