"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir01Ox-b32760.2","Chir01Ox-b32760.2","AT1G34245","AT1G34245.1",2.06536863357232,0.479,0.033,0.946363841450338,1,0,0,NA,NA,"extracellular region, guard cell differentiation, negative regulation of stomatal complex development, plant epidermis morphogenesis, protein kinase binding, stomatal complex development","GEP_29"
"Chir08Ox-b23340.2","Chir08Ox-b23340.2","AT5G60880","BASL",2.23879735170307,0.855,0.042,0.508605655806601,13,0,0,NA,NA,"asymmetric cell division, cell cortex, cell periphery, nucleus, plasma membrane, protein binding, regulation of asymmetric cell division, stomatal complex development, unidimensional cell growth","GEP_29"
"Chir08Ox-b14990.2","Chir08Ox-b14990.2","AT5G53210","SPCH",1.17933162649042,0.721,0.048,0.516430072776608,12,0,0,"Yes","bHLH","cytoplasm, DNA-binding transcription activator activity, DNA-binding transcription factor activity, guard cell differentiation, nucleus, positive regulation of DNA-templated transcription, protein binding, protein dimerization activity, regulation of DNA-templated transcription, regulation of response to osmotic stress, regulation of stomatal complex development, response to low humidity, response to osmotic stress, stomatal complex development","GEP_29"
"Chir05Ox-b27770.2","Chir05Ox-b27770.2","AT3G62070","T17J13.30",1.68555046488708,0.616,0.05,0.581549484817384,5,0,0,NA,NA,"cellular_component, defense response to other organism, meristem initiation, molecular_function, response to jasmonic acid, response to red or far red light","GEP_29"
"Chir02Ox-b27910.2","Chir02Ox-b27910.2","AT1G80080","TMM",2.84285795816023,0.737,0.054,0.647264575239244,3,0,0,NA,NA,"asymmetric cell division, cellular response to abscisic acid stimulus, defense response to fungus, membrane, peptide binding, protein binding, receptor serine/threonine kinase binding, regulation of antifungal innate immune response, response to abscisic acid, signal transduction, stomatal complex formation, stomatal complex morphogenesis, stomatal complex patterning, trichome morphogenesis","GEP_29"
"Chir04Ox-b28190.2","Chir04Ox-b28190.2","AT2G45400","AT2G45400.1",0.951846508897615,0.452,0.082,0.357804157023301,20,0,0,NA,NA,"brassinosteroid biosynthetic process, brassinosteroid metabolic process, cytoplasm, flavonoid biosynthetic process, nucleus, oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor, regulation of brassinosteroid biosynthetic process, response to absence of light","GEP_29"
"Chir05Ox-b16920.2","Chir05Ox-b16920.2","AT3G51600","AT3G51600.1",0.948384007854796,0.309,0.056,0.370167265692707,18,0,0,NA,NA,"cytosol, extracellular region, lipid transport, lipid transporter activity, plant-type cell wall, plasmodesma","GEP_29"
"Chir05Ox-b01380.2","Chir05Ox-b01380.2","AT2G02450","ANAC034",0.846564613348879,0.523,0.057,0.518703700100905,11,0,0,"Yes","NAC","developmental growth, DNA-binding transcription factor activity, nucleus, plastid organization, regulation of DNA-templated transcription, response to light stimulus, response to salicylic acid, response to wounding","GEP_29"
"Chir07Ox-b14510.2","Chir07Ox-b14510.2","AT4G17680","EBS1",0.827282631010085,0.545,0.044,0.54433671169267,10,0,0,NA,NA,"nucleus, protein binding, regulation of defense response, response to alkaline pH, ubiquitin-protein transferase activity","GEP_29"
"Chir03Ox-b14380.2","Chir03Ox-b14380.2","AT3G14760","T21E2.1",0.80842805055589,0.293,0.01,0.574602029725426,6,0,0,NA,NA,"cellular_component, molecular_function, response to light stimulus","GEP_29"
