"","WT_p_val","WT_avg_log2FC","WT_pct.1","WT_pct.2","WT_p_val_adj","gene_ID"
"Chir08Ox-b17660.2",0,0.259427504954782,0.358,0.01,0,"Chir08Ox-b17660.2"
"Chir06Ox-b01050.2",9.66973279507254e-276,0.297030002430896,0.169,0.021,1.90106946751126e-271,"Chir06Ox-b01050.2"
"Chir01Ox-b24480.2",0,0.299249487917152,0.396,0.026,0,"Chir01Ox-b24480.2"
"Chir08Ox-b03260.2",0,0.317463941011717,0.444,0.026,0,"Chir08Ox-b03260.2"
"Chir08Ox-b17810.2",0,0.442204946983879,0.443,0.027,0,"Chir08Ox-b17810.2"
"Chir05Ox-b17310.2",0,0.45234067516336,0.548,0.035,0,"Chir05Ox-b17310.2"
"Chir07Ox-b11460.2",0,1.16478312566974,0.701,0.041,0,"Chir07Ox-b11460.2"
"Chir08Ox-b18100.2",0,1.47353777868391,0.696,0.045,0,"Chir08Ox-b18100.2"
"Chir04Ox-b16340.2",0,0.835267768966188,0.601,0.046,0,"Chir04Ox-b16340.2"
"Chir07Ox-b21320.2",0,0.945451958605419,0.774,0.047,0,"Chir07Ox-b21320.2"
"Chir01Ox-b05830.2",0,0.32718261820592,0.358,0.049,0,"Chir01Ox-b05830.2"
"Chir02Ox-b02110.2",0,1.05568742051725,0.804,0.053,0,"Chir02Ox-b02110.2"
"Chir05Ox-b17110.2",0,1.69650716866441,0.882,0.062,0,"Chir05Ox-b17110.2"
"Chir01Ox-b23560.2",0,0.784554173444158,0.752,0.065,0,"Chir01Ox-b23560.2"
"Chir06Ox-b33380.2",0,0.313735601278128,0.485,0.066,0,"Chir06Ox-b33380.2"
"Chir05Ox-b21740.2",0,0.559734830712582,0.588,0.068,0,"Chir05Ox-b21740.2"
"Chir03Ox-b10770.2",0,0.993195867480472,0.703,0.069,0,"Chir03Ox-b10770.2"
"Chir03Ox-b35140.2",0,0.617717633504943,0.622,0.07,0,"Chir03Ox-b35140.2"
"Chir07Ox-b04060.2",0,0.262466385953507,0.465,0.07,0,"Chir07Ox-b04060.2"
"Chir07Ox-b25670.2",0,0.436402146128968,0.615,0.07,0,"Chir07Ox-b25670.2"
"Chir05Ox-b17060.2",0,1.22770629303626,0.802,0.071,0,"Chir05Ox-b17060.2"
"Chir05Ox-b21300.2",0,0.376373428360844,0.522,0.072,0,"Chir05Ox-b21300.2"
