"","WT_p_val","WT_avg_log2FC","WT_pct.1","WT_pct.2","WT_p_val_adj","gene_ID"
"Chir08Ox-b05880.2",0,0.335547197994606,0.11,0.003,0,"Chir08Ox-b05880.2"
"Chir01Ox-b16440.2",0,0.474177237372076,0.121,0.005,0,"Chir01Ox-b16440.2"
"Chir06Ox-b31270.2",0,0.294724544349259,0.134,0.005,0,"Chir06Ox-b31270.2"
"Chir03Ox-b19560.2",3.50287551217028e-253,1.24060093042251,0.102,0.006,6.88665325692678e-249,"Chir03Ox-b19560.2"
"Chir02Ox-b19530.2",0,1.31645914641289,0.285,0.013,0,"Chir02Ox-b19530.2"
"Chir06Ox-b16730.2",0,1.45488286700381,0.314,0.013,0,"Chir06Ox-b16730.2"
"Chir08Ox-b03300.2",0,1.63891947984579,0.207,0.013,0,"Chir08Ox-b03300.2"
"Chir08Ox-b19860.2",1.40482565106393e-220,0.251217722654526,0.137,0.013,2.76188722999169e-216,"Chir08Ox-b19860.2"
"Chir06Ox-b25230.2",0,0.87837670483383,0.341,0.015,0,"Chir06Ox-b25230.2"
"Chir06Ox-b16750.2",0,1.92006888476832,0.329,0.016,0,"Chir06Ox-b16750.2"
"Chir05Ox-b17280.2",0,0.258466643907215,0.192,0.018,0,"Chir05Ox-b17280.2"
"Chir06Ox-b29150.2",0,0.384961882508618,0.231,0.02,0,"Chir06Ox-b29150.2"
"Chir05Ox-b08450.2",0,0.269303003049646,0.249,0.021,0,"Chir05Ox-b08450.2"
"Chir03Ox-b15410.2",4.82635418483707e-205,0.376173337053188,0.171,0.022,9.48861232738967e-201,"Chir03Ox-b15410.2"
"Chir05Ox-b06340.2",1.70337045690624e-120,0.256983419641428,0.135,0.023,3.34882631827767e-116,"Chir05Ox-b06340.2"
"Chir08Ox-b08770.2",4.4371065922059e-248,0.291953716912616,0.203,0.026,8.7233515602768e-244,"Chir08Ox-b08770.2"
"Chir04Ox-b19600.2",6.18854202312445e-118,0.489844492824337,0.148,0.027,1.21666736174627e-113,"Chir04Ox-b19600.2"
"Chir03Ox-b13130.2",0,0.36077222174012,0.277,0.029,0,"Chir03Ox-b13130.2"
"Chir06Ox-b31280.2",0,0.65882079795465,0.472,0.029,0,"Chir06Ox-b31280.2"
"Chir01Ox-b11440.2",1.35097989496358e-66,0.57066897970974,0.119,0.029,2.65602647349839e-62,"Chir01Ox-b11440.2"
"Chir07Ox-b09390.2",0,1.74338214061982,0.588,0.03,0,"Chir07Ox-b09390.2"
"Chir01Ox-b34820.2",4.41369856655214e-245,0.433425987615013,0.218,0.03,8.67733138184151e-241,"Chir01Ox-b34820.2"
"Chir06Ox-b31470.2",1.19438075233528e-239,0.303467527587236,0.22,0.031,2.34815255909115e-235,"Chir06Ox-b31470.2"
"Chir01Ox-b25590.2",1.76040675994853e-149,0.463116959115558,0.175,0.031,3.46095969005882e-145,"Chir01Ox-b25590.2"
"Chir07Ox-b35760.2",0,1.23427247784381,0.347,0.033,0,"Chir07Ox-b35760.2"
"Chir05Ox-b08990.2",3.45583569628335e-134,0.250258857094174,0.179,0.035,6.79417297889306e-130,"Chir05Ox-b08990.2"
"Chir06Ox-b17360.2",2.02945926128407e-217,0.554612657902509,0.228,0.036,3.98991690768448e-213,"Chir06Ox-b17360.2"
"Chir01Ox-b36490.2",0,0.567748884172867,0.409,0.04,0,"Chir01Ox-b36490.2"
"Chir05Ox-b13500.2",0,0.566947191600248,0.328,0.04,0,"Chir05Ox-b13500.2"
