"","WT_p_val","WT_avg_log2FC","WT_pct.1","WT_pct.2","WT_p_val_adj","gene_ID"
"Chir06Ox-b06770.2",0,0.267890843770721,0.267,0.04,0,"Chir06Ox-b06770.2"
"Chir02Ox-b15590.2",2.37818478500497e-28,0.276384271590015,0.121,0.07,4.67551128731977e-24,"Chir02Ox-b15590.2"
"Chir04Ox-b21230.2",0,0.295078289846819,0.442,0.078,0,"Chir04Ox-b21230.2"
"Chir03Ox-b14360.2",0,0.515946262967614,0.369,0.093,0,"Chir03Ox-b14360.2"
"Chir02Ox-b16250.2",0,0.25224425092498,0.429,0.097,0,"Chir02Ox-b16250.2"
"Chir03Ox-b25540.2",0,0.28677083048259,0.443,0.128,0,"Chir03Ox-b25540.2"
"Chir07Ox-b17640.2",0,0.433385209192428,0.557,0.144,0,"Chir07Ox-b17640.2"
"Chir08Ox-b23470.2",0,0.836401361950142,0.53,0.145,0,"Chir08Ox-b23470.2"
"Chir06Ox-b26430.2",0,0.64929286877317,0.501,0.151,0,"Chir06Ox-b26430.2"
"Chir01Ox-b35900.2",0,1.26468707209971,0.624,0.181,0,"Chir01Ox-b35900.2"
"Chir08Ox-b28040.2",0,1.4600216310488,0.668,0.187,0,"Chir08Ox-b28040.2"
"Chir01Ox-b06770.2",0,0.3271124865744,0.518,0.188,0,"Chir01Ox-b06770.2"
"Chir02Ox-b27790.2",0,0.315659688808117,0.552,0.207,0,"Chir02Ox-b27790.2"
"Chir02Ox-b10310.2",0,0.722162241766036,0.675,0.211,0,"Chir02Ox-b10310.2"
"Chir02Ox-b11720.2",0,0.741863476100674,0.779,0.226,0,"Chir02Ox-b11720.2"
"Chir06Ox-b18240.2",0,0.495508434409253,0.687,0.248,0,"Chir06Ox-b18240.2"
"Chir04Ox-b25010.2",0,0.913351424216832,0.868,0.249,0,"Chir04Ox-b25010.2"
"Chir01Ox-b10590.2",0,0.282783965833464,0.652,0.252,0,"Chir01Ox-b10590.2"
"Chir07Ox-b10210.2",0,0.434771701731304,0.756,0.252,0,"Chir07Ox-b10210.2"
"Chir06Ox-b26540.2",0,0.281798998544936,0.652,0.254,0,"Chir06Ox-b26540.2"
"Chir05Ox-b23660.2",0,0.40307954196548,0.737,0.266,0,"Chir05Ox-b23660.2"
"Chir03Ox-b07430.2",0,0.422871983625338,0.595,0.281,0,"Chir03Ox-b07430.2"
"Chir02Ox-b23040.2",0,1.28518283017785,0.927,0.288,0,"Chir02Ox-b23040.2"
"Chir05Ox-b17250.2",0,0.273227814801843,0.641,0.292,0,"Chir05Ox-b17250.2"
"Chir01Ox-b15040.2",0,0.737482408635003,0.767,0.308,0,"Chir01Ox-b15040.2"
"Chir04Ox-b10410.2",0,2.53670323162895,0.961,0.31,0,"Chir04Ox-b10410.2"
"Chir01Ox-b09060.2",4.42797917102705e-297,0.28503455046293,0.621,0.315,8.70540705023919e-293,"Chir01Ox-b09060.2"
"Chir01Ox-b36420.2",0,0.643507512579034,0.895,0.338,0,"Chir01Ox-b36420.2"
"Chir05Ox-b11100.2",0,2.2094201397996,0.966,0.34,0,"Chir05Ox-b11100.2"
"Chir01Ox-b00900.2",0,0.584283842063437,0.852,0.341,0,"Chir01Ox-b00900.2"
