"","WT_p_val","WT_avg_log2FC","WT_pct.1","WT_pct.2","WT_p_val_adj","gene_ID"
"Chir04Ox-b23440.2",0,0.650657337296824,0.281,0.007,0,"Chir04Ox-b23440.2"
"Chir06Ox-b37080.2",0,0.625719163089405,0.406,0.009,0,"Chir06Ox-b37080.2"
"Chir03Ox-b10200.2",0,0.317881553130766,0.23,0.01,0,"Chir03Ox-b10200.2"
"Chir03Ox-b14380.2",0,0.725361231076532,0.249,0.011,0,"Chir03Ox-b14380.2"
"Chir06Ox-b23450.2",0,0.250522445062152,0.196,0.011,0,"Chir06Ox-b23450.2"
"Chir08Ox-b19920.2",0,0.326647218786859,0.301,0.023,0,"Chir08Ox-b19920.2"
"Chir01Ox-b21570.2",0,0.349024172221072,0.352,0.032,0,"Chir01Ox-b21570.2"
"Chir01Ox-b32760.2",0,1.90233603726224,0.431,0.032,0,"Chir01Ox-b32760.2"
"Chir06Ox-b28370.2",0,0.810068320942357,0.53,0.033,0,"Chir06Ox-b28370.2"
"Chir06Ox-b36980.2",0,0.518404975531092,0.434,0.035,0,"Chir06Ox-b36980.2"
"Chir08Ox-b23340.2",0,2.14319974738098,0.809,0.037,0,"Chir08Ox-b23340.2"
"Chir02Ox-b23390.2",1.02334724048792e-257,0.495462197858868,0.208,0.038,2.01190067479925e-253,"Chir02Ox-b23390.2"
"Chir07Ox-b32400.2",0,0.304978333508789,0.291,0.04,0,"Chir07Ox-b32400.2"
"Chir08Ox-b14990.2",0,1.14552178499816,0.711,0.042,0,"Chir08Ox-b14990.2"
"Chir07Ox-b14510.2",0,0.745203254131759,0.495,0.043,0,"Chir07Ox-b14510.2"
"Chir04Ox-b05930.2",4.39495649053549e-269,0.418723406456949,0.228,0.043,8.64048446039277e-265,"Chir04Ox-b05930.2"
"Chir07Ox-b16250.2",0,0.471497667046563,0.404,0.044,0,"Chir07Ox-b16250.2"
"Chir03Ox-b26100.2",0,0.55931085614928,0.354,0.046,0,"Chir03Ox-b26100.2"
"Chir07Ox-b01280.2",0,0.279778051694626,0.322,0.046,0,"Chir07Ox-b01280.2"
"Chir01Ox-b16530.2",0,0.553043393492794,0.422,0.048,0,"Chir01Ox-b16530.2"
"Chir05Ox-b27770.2",0,1.54810777635509,0.558,0.048,0,"Chir05Ox-b27770.2"
"Chir06Ox-b00840.2",0,0.289961898659697,0.322,0.048,0,"Chir06Ox-b00840.2"
"Chir01Ox-b42590.2",0,0.254549336233813,0.334,0.049,0,"Chir01Ox-b42590.2"
"Chir08Ox-b03330.2",0,0.35960291641215,0.412,0.049,0,"Chir08Ox-b03330.2"
"Chir01Ox-b44640.2",1.68456857657071e-173,0.331885674173278,0.202,0.049,3.31186182153801e-169,"Chir01Ox-b44640.2"
"Chir02Ox-b11260.2",4.09731451953241e-264,0.315263977953455,0.244,0.05,8.05532034540073e-260,"Chir02Ox-b11260.2"
"Chir02Ox-b25200.2",0,0.341053389133568,0.354,0.051,0,"Chir02Ox-b25200.2"
"Chir02Ox-b27910.2",0,2.67342396474064,0.683,0.051,0,"Chir02Ox-b27910.2"
"Chir01Ox-b04280.2",0,0.41945615944437,0.449,0.052,0,"Chir01Ox-b04280.2"
"Chir05Ox-b16920.2",0,0.883039006132115,0.308,0.053,0,"Chir05Ox-b16920.2"
"Chir04Ox-b30440.2",0,0.629587189463603,0.489,0.054,0,"Chir04Ox-b30440.2"
"Chir05Ox-b01380.2",0,0.777619783762222,0.481,0.055,0,"Chir05Ox-b01380.2"
"Chir08Ox-b09440.2",0,0.283360202600175,0.342,0.055,0,"Chir08Ox-b09440.2"
"Chir01Ox-b05280.2",4.27760519960173e-165,0.276461401372918,0.213,0.055,8.40977182241699e-161,"Chir01Ox-b05280.2"
"Chir03Ox-b07970.2",0,0.467102684865683,0.382,0.059,0,"Chir03Ox-b07970.2"
"Chir05Ox-b17990.2",0,0.270656173605314,0.362,0.059,0,"Chir05Ox-b17990.2"
"Chir07Ox-b15100.2",0,0.295618116242103,0.385,0.061,0,"Chir07Ox-b15100.2"
"Chir01Ox-b37770.2",0,0.468376044316801,0.341,0.062,0,"Chir01Ox-b37770.2"
"Chir02Ox-b25190.2",0,0.302694364687578,0.368,0.062,0,"Chir02Ox-b25190.2"
"Chir05Ox-b26010.2",0,0.313025132042803,0.428,0.064,0,"Chir05Ox-b26010.2"
"Chir04Ox-b16340.2",3.07704799540061e-231,0.538924245701041,0.26,0.064,6.04947635895759e-227,"Chir04Ox-b16340.2"
"Chir07Ox-b11460.2",5.39321389190383e-192,0.415295975937446,0.247,0.066,1.06030585114829e-187,"Chir07Ox-b11460.2"
"Chir02Ox-b12640.2",0,0.30642072422902,0.358,0.068,0,"Chir02Ox-b12640.2"
"Chir02Ox-b24270.2",0,0.412445536363364,0.373,0.068,0,"Chir02Ox-b24270.2"
"Chir03Ox-b22760.2",0,0.678824462654427,0.415,0.068,0,"Chir03Ox-b22760.2"
"Chir08Ox-b18100.2",1.0688461035554e-256,0.79408496860535,0.281,0.068,2.10135143958991e-252,"Chir08Ox-b18100.2"
"Chir01Ox-b16770.2",0,0.270275980463567,0.419,0.07,0,"Chir01Ox-b16770.2"
"Chir02Ox-b08990.2",0,0.25229492870822,0.329,0.07,0,"Chir02Ox-b08990.2"
"Chir08Ox-b17320.2",0,0.31370711001076,0.451,0.071,0,"Chir08Ox-b17320.2"
"Chir04Ox-b18640.2",0,0.390166620190758,0.482,0.072,0,"Chir04Ox-b18640.2"
"Chir02Ox-b22510.2",0,0.394312005854555,0.44,0.073,0,"Chir02Ox-b22510.2"
"Chir07Ox-b23930.2",0,0.445006505523944,0.526,0.074,0,"Chir07Ox-b23930.2"
"Chir07Ox-b25450.2",0,0.285054230790854,0.414,0.074,0,"Chir07Ox-b25450.2"
"Chir05Ox-b20690.2",0,0.278727983093926,0.394,0.075,0,"Chir05Ox-b20690.2"
"Chir05Ox-b21740.2",0,0.542330896142434,0.387,0.077,0,"Chir05Ox-b21740.2"
"Chir04Ox-b24360.2",0,0.402962651837013,0.517,0.078,0,"Chir04Ox-b24360.2"
"Chir05Ox-b00470.2",0,0.490974523056743,0.549,0.079,0,"Chir05Ox-b00470.2"
"Chir07Ox-b23030.2",0,0.427131905458512,0.518,0.079,0,"Chir07Ox-b23030.2"
"Chir03Ox-b26570.2",0,0.667811032444982,0.486,0.08,0,"Chir03Ox-b26570.2"
"Chir06Ox-b26070.2",0,0.306273416094155,0.439,0.08,0,"Chir06Ox-b26070.2"
"Chir02Ox-b02110.2",2.01796472222624e-271,0.43145360166665,0.316,0.08,3.96731864389678e-267,"Chir02Ox-b02110.2"
"Chir04Ox-b28190.2",0,0.845251214018274,0.415,0.081,0,"Chir04Ox-b28190.2"
"Chir02Ox-b15570.2",0,0.425259946288629,0.469,0.083,0,"Chir02Ox-b15570.2"
"Chir05Ox-b16620.2",8.9475550855624e-229,0.748144766500306,0.3,0.084,1.75908932982157e-224,"Chir05Ox-b16620.2"
"Chir03Ox-b35140.2",6.25379818357449e-276,0.321499540219381,0.329,0.085,1.22949672289075e-271,"Chir03Ox-b35140.2"
"Chir05Ox-b21300.2",1.2837694255852e-163,0.271678185981222,0.265,0.085,2.52389069070051e-159,"Chir05Ox-b21300.2"
"Chir01Ox-b16660.2",0,0.552318519731576,0.37,0.087,0,"Chir01Ox-b16660.2"
"Chir01Ox-b23560.2",0,0.424560108530792,0.355,0.087,0,"Chir01Ox-b23560.2"
"Chir03Ox-b10770.2",2.89068581681996e-268,0.460583801685142,0.333,0.089,5.68308831586805e-264,"Chir03Ox-b10770.2"
"Chir01Ox-b07190.2",0,0.705862648865176,0.646,0.091,0,"Chir01Ox-b07190.2"
"Chir03Ox-b12040.2",8.30287248847205e-304,1.3979791238704,0.351,0.092,1.63234473123361e-299,"Chir03Ox-b12040.2"
"Chir05Ox-b12760.2",0,0.392993132613078,0.409,0.093,0,"Chir05Ox-b12760.2"
"Chir05Ox-b17110.2",4.71770365685086e-238,0.749576764673723,0.323,0.093,9.27500538936879e-234,"Chir05Ox-b17110.2"
"Chir01Ox-b05360.2",0,0.602620443545035,0.587,0.094,0,"Chir01Ox-b05360.2"
