"","WT_p_val","WT_avg_log2FC","WT_pct.1","WT_pct.2","WT_p_val_adj","gene_ID"
"Chir04Ox-b11770.2",0,0.369691740867958,0.12,0.003,0,"Chir04Ox-b11770.2"
"Chir04Ox-b22860.2",0,0.314962559285202,0.114,0.003,0,"Chir04Ox-b22860.2"
"Chir04Ox-b27190.2",0,0.954055901498637,0.218,0.004,0,"Chir04Ox-b27190.2"
"Chir08Ox-b05450.2",0,0.479231830840514,0.1,0.004,0,"Chir08Ox-b05450.2"
"Chir01Ox-b02940.2",0,0.540866141129218,0.12,0.004,0,"Chir01Ox-b02940.2"
"Chir04Ox-b26830.2",0,0.403752971306963,0.169,0.005,0,"Chir04Ox-b26830.2"
"Chir04Ox-b28370.2",0,0.383290695617816,0.197,0.005,0,"Chir04Ox-b28370.2"
"Chir07Ox-b18580.2",0,0.449365393178588,0.217,0.005,0,"Chir07Ox-b18580.2"
"Chir01Ox-b24820.2",0,0.377162649747898,0.164,0.006,0,"Chir01Ox-b24820.2"
"Chir02Ox-b04170.2",0,0.356035406107659,0.206,0.006,0,"Chir02Ox-b04170.2"
"Chir08Ox-b07790.2",0,0.631816581311261,0.169,0.006,0,"Chir08Ox-b07790.2"
"Chir08Ox-b29930.2",0,0.510793925336907,0.214,0.006,0,"Chir08Ox-b29930.2"
"Chir01Ox-b42490.2",0,0.337692745365571,0.193,0.007,0,"Chir01Ox-b42490.2"
"Chir02Ox-b14590.2",0,0.360910493894734,0.162,0.007,0,"Chir02Ox-b14590.2"
"Chir05Ox-b25510.2",0,0.38764759994188,0.216,0.007,0,"Chir05Ox-b25510.2"
"Chir05Ox-b25650.2",0,0.293137102260569,0.183,0.007,0,"Chir05Ox-b25650.2"
"Chir07Ox-b15580.2",0,0.349625424116207,0.184,0.007,0,"Chir07Ox-b15580.2"
"Chir02Ox-b11530.2",0,0.342559289223867,0.168,0.008,0,"Chir02Ox-b11530.2"
"Chir06Ox-b37500.2",0,0.363387966425423,0.25,0.008,0,"Chir06Ox-b37500.2"
"Chir08Ox-b21840.2",0,0.704536179389952,0.179,0.008,0,"Chir08Ox-b21840.2"
"Chir01Ox-b22920.2",0,0.573766505036324,0.157,0.009,0,"Chir01Ox-b22920.2"
"Chir02Ox-b16270.2",0,0.28726818263364,0.195,0.009,0,"Chir02Ox-b16270.2"
"Chir05Ox-b19880.2",0,0.411952171109103,0.203,0.009,0,"Chir05Ox-b19880.2"
"Chir06Ox-b01800.2",0,0.281685004606434,0.131,0.009,0,"Chir06Ox-b01800.2"
"Chir08Ox-b19810.2",0,0.428684014132545,0.239,0.009,0,"Chir08Ox-b19810.2"
"Chir02Ox-b20850.2",0,1.24395032653642,0.336,0.01,0,"Chir02Ox-b20850.2"
"Chir02Ox-b22430.2",0,0.36471296558525,0.177,0.01,0,"Chir02Ox-b22430.2"
"Chir04Ox-b05330.2",0,0.300464921020805,0.225,0.01,0,"Chir04Ox-b05330.2"
"Chir04Ox-b05450.2",0,0.376649381338975,0.199,0.01,0,"Chir04Ox-b05450.2"
"Chir05Ox-b25900.2",0,0.432640227466508,0.135,0.01,0,"Chir05Ox-b25900.2"
"Chir06Ox-b37510.2",0,0.280454082002149,0.195,0.01,0,"Chir06Ox-b37510.2"
"Chir07Ox-b08600.2",0,0.330706803472568,0.168,0.01,0,"Chir07Ox-b08600.2"
"Chir06Ox-b29080.2",1.20446490667943e-278,0.312996250020941,0.125,0.01,2.36797800653177e-274,"Chir06Ox-b29080.2"
"Chir03Ox-b21330.2",0,0.509829748246435,0.274,0.011,0,"Chir03Ox-b21330.2"
