"","WT_p_val","WT_avg_log2FC","WT_pct.1","WT_pct.2","WT_p_val_adj","gene_ID"
"Chir07Ox-b23260.2",0,0.271091774294615,0.45,0.059,0,"Chir07Ox-b23260.2"
"Chir01Ox-b16130.2",0,0.569526420343099,0.6,0.066,0,"Chir01Ox-b16130.2"
"Chir05Ox-b28940.2",0,0.45366334697529,0.634,0.069,0,"Chir05Ox-b28940.2"
"Chir05Ox-b16620.2",0,0.565726957644297,0.435,0.072,0,"Chir05Ox-b16620.2"
"Chir05Ox-b21300.2",0,0.255752290952334,0.425,0.072,0,"Chir05Ox-b21300.2"
"Chir01Ox-b06000.2",0,0.355043328078836,0.56,0.075,0,"Chir01Ox-b06000.2"
"Chir02Ox-b16200.2",0,0.443757121472939,0.327,0.075,0,"Chir02Ox-b16200.2"
"Chir03Ox-b09520.2",0,0.419086054209024,0.561,0.075,0,"Chir03Ox-b09520.2"
"Chir01Ox-b32830.2",0,0.349592568463053,0.523,0.078,0,"Chir01Ox-b32830.2"
"Chir06Ox-b33050.2",0,0.556845460114474,0.698,0.08,0,"Chir06Ox-b33050.2"
"Chir01Ox-b17560.2",0,0.504061862438268,0.639,0.081,0,"Chir01Ox-b17560.2"
"Chir03Ox-b12040.2",0,0.602478440337199,0.419,0.085,0,"Chir03Ox-b12040.2"
"Chir03Ox-b30200.2",0,0.294574112994784,0.454,0.087,0,"Chir03Ox-b30200.2"
"Chir03Ox-b31960.2",0,0.379598807781194,0.512,0.088,0,"Chir03Ox-b31960.2"
"Chir08Ox-b20850.2",0,0.263404763917893,0.378,0.088,0,"Chir08Ox-b20850.2"
"Chir05Ox-b04890.2",0,0.745681713800532,0.7,0.09,0,"Chir05Ox-b04890.2"
"Chir07Ox-b34930.2",0,0.397586210444687,0.503,0.094,0,"Chir07Ox-b34930.2"
"Chir06Ox-b04370.2",4.23877020316758e-63,0.434242690534431,0.21,0.097,8.33342221942746e-59,"Chir06Ox-b04370.2"
"Chir04Ox-b12570.2",0,0.266309132055656,0.474,0.098,0,"Chir04Ox-b12570.2"
