"","WT_p_val","WT_avg_log2FC","WT_pct.1","WT_pct.2","WT_p_val_adj","gene_ID"
"Chir05Ox-b18300.2",6.78568373291918e-285,0.3175381079094,0.287,0.07,1.33406542189191e-280,"Chir05Ox-b18300.2"
"Chir01Ox-b41580.2",0,0.255071167006704,0.378,0.072,0,"Chir01Ox-b41580.2"
"Chir03Ox-b33620.2",0,0.429179952953389,0.408,0.087,0,"Chir03Ox-b33620.2"
"Chir07Ox-b23230.2",0,0.362351942138919,0.446,0.13,0,"Chir07Ox-b23230.2"
"Chir01Ox-b12050.2",0,0.836265263707109,0.525,0.186,0,"Chir01Ox-b12050.2"
"Chir01Ox-b14670.2",0,0.466021043366078,0.62,0.187,0,"Chir01Ox-b14670.2"
"Chir07Ox-b23060.2",1.39404934605e-269,0.300562963086043,0.504,0.204,2.7407010143343e-265,"Chir07Ox-b23060.2"
"Chir05Ox-b01090.2",0,0.417444634402365,0.606,0.22,0,"Chir05Ox-b01090.2"
"Chir07Ox-b22680.2",1.91829676854765e-255,0.27170072367421,0.593,0.254,3.77137144696468e-251,"Chir07Ox-b22680.2"
"Chir07Ox-b03660.2",0,0.528756960221837,0.661,0.264,0,"Chir07Ox-b03660.2"
"Chir01Ox-b14150.2",2.09790576904934e-253,0.380117528466702,0.627,0.308,4.124482741951e-249,"Chir01Ox-b14150.2"
"Chir01Ox-b05100.2",0,0.712465768360978,0.716,0.31,0,"Chir01Ox-b05100.2"
"Chir01Ox-b12060.2",7.91278654933681e-240,0.432661746440717,0.7,0.334,1.55565383559962e-235,"Chir01Ox-b12060.2"
"Chir01Ox-b43800.2",1.02392180782451e-248,0.333885631819436,0.676,0.344,2.01303027418299e-244,"Chir01Ox-b43800.2"
"Chir04Ox-b16220.2",0,0.70118790069329,0.801,0.373,0,"Chir04Ox-b16220.2"
"Chir05Ox-b02290.2",8.06365501384346e-244,0.342530136186091,0.704,0.373,1.58531457572162e-239,"Chir05Ox-b02290.2"
"Chir01Ox-b19150.2",9.62569002069843e-289,0.401481174057432,0.715,0.376,1.89241065806931e-284,"Chir01Ox-b19150.2"
"Chir06Ox-b02580.2",3.18981469639158e-250,0.388895491655752,0.695,0.381,6.27117569310584e-246,"Chir06Ox-b02580.2"
"Chir07Ox-b08290.2",9.16786342811629e-250,0.369645806732405,0.716,0.383,1.80240194996766e-245,"Chir07Ox-b08290.2"
"Chir06Ox-b18420.2",2.93586743417033e-180,0.584630718777301,0.707,0.394,5.77191537557888e-176,"Chir06Ox-b18420.2"
"Chir01Ox-b35660.2",2.45165416417764e-272,0.508360377433134,0.723,0.395,4.81995208677324e-268,"Chir01Ox-b35660.2"
"Chir01Ox-b18380.2",3.10553007492581e-251,0.401251381757889,0.718,0.396,6.10547212730414e-247,"Chir01Ox-b18380.2"
"Chir01Ox-b10390.2",1.2218620658589e-266,0.433652750560315,0.749,0.398,2.4021808214786e-262,"Chir01Ox-b10390.2"
"Chir02Ox-b19280.2",4.17217686884668e-170,0.457204820901662,0.713,0.404,8.20249972415257e-166,"Chir02Ox-b19280.2"
"Chir01Ox-b08520.2",2.06162960122552e-237,0.367857898576094,0.726,0.411,4.05316379600936e-233,"Chir01Ox-b08520.2"
"Chir03Ox-b08140.2",2.2498348277978e-265,0.398765347847277,0.734,0.423,4.42317527145047e-261,"Chir03Ox-b08140.2"
"Chir07Ox-b18080.2",2.644871122582e-267,0.428986983385622,0.757,0.425,5.19981662699622e-263,"Chir07Ox-b18080.2"
"Chir08Ox-b17400.2",4.85077635026004e-229,0.32041724817355,0.792,0.429,9.53662630461123e-225,"Chir08Ox-b17400.2"
"Chir05Ox-b28780.2",1.85561140995045e-286,0.458487802464836,0.772,0.431,3.64813203196258e-282,"Chir05Ox-b28780.2"
"Chir03Ox-b03800.2",2.24559841054599e-246,0.367435452047553,0.75,0.443,4.41484647513342e-242,"Chir03Ox-b03800.2"
"Chir04Ox-b30850.2",0,0.540640561083293,0.842,0.483,0,"Chir04Ox-b30850.2"
"Chir02Ox-b09430.2",2.62943177471864e-296,0.488915455310131,0.829,0.489,5.16946286909686e-292,"Chir02Ox-b09430.2"
"Chir03Ox-b19290.2",1.27402112906998e-199,0.43202825989446,0.801,0.499,2.50472553975158e-195,"Chir03Ox-b19290.2"
"Chir03Ox-b27670.2",2.76240406312926e-242,0.41955914333545,0.849,0.507,5.43088638811212e-238,"Chir03Ox-b27670.2"
"Chir02Ox-b23570.2",4.2954975555813e-235,0.393417475725024,0.813,0.511,8.44494819427284e-231,"Chir02Ox-b23570.2"
"Chir01Ox-b23520.2",0,0.66313074581767,0.854,0.523,0,"Chir01Ox-b23520.2"
"Chir02Ox-b21810.2",0,0.780931773937327,0.937,0.544,0,"Chir02Ox-b21810.2"
"Chir02Ox-b05770.2",4.54139963398388e-256,0.420057324186278,0.854,0.553,8.9283916804123e-252,"Chir02Ox-b05770.2"
"Chir04Ox-b22080.2",0,0.600246581704928,0.918,0.562,0,"Chir04Ox-b22080.2"
"Chir04Ox-b09790.2",0,0.862051565274519,0.959,0.575,0,"Chir04Ox-b09790.2"
"Chir06Ox-b19900.2",8.37945036626431e-210,0.398846854669934,0.896,0.588,1.64739994200756e-205,"Chir06Ox-b19900.2"
"Chir03Ox-b20570.2",0,0.6335651044986,0.919,0.596,0,"Chir03Ox-b20570.2"
"Chir01Ox-b08930.2",0,1.21604074606102,0.952,0.631,0,"Chir01Ox-b08930.2"
"Chir03Ox-b22180.2",0,0.685775344145307,0.998,0.697,0,"Chir03Ox-b22180.2"
