"","WT_p_val","WT_avg_log2FC","WT_pct.1","WT_pct.2","WT_p_val_adj","gene_ID"
"Chir01Ox-b18070.2",0,0.307213036071992,0.206,0.04,0,"Chir01Ox-b18070.2"
"Chir04Ox-b10990.2",0,0.504669789810169,0.245,0.047,0,"Chir04Ox-b10990.2"
"Chir01Ox-b03040.2",2.86143673900239e-120,0.252349688114731,0.156,0.055,5.6255846288787e-116,"Chir01Ox-b03040.2"
"Chir08Ox-b22010.2",1.5914778403002e-300,0.281952225611905,0.231,0.058,3.1288454340302e-296,"Chir08Ox-b22010.2"
"Chir04Ox-b10020.2",0,0.38097265486321,0.36,0.068,0,"Chir04Ox-b10020.2"
"Chir06Ox-b04340.2",1.23517986178242e-251,0.413149765579192,0.239,0.071,2.42836360826423e-247,"Chir06Ox-b04340.2"
"Chir05Ox-b21860.2",0,0.736413234979801,0.45,0.091,0,"Chir05Ox-b21860.2"
"Chir08Ox-b08610.2",4.37181396942875e-116,0.327704533749862,0.209,0.091,8.59498626389692e-112,"Chir08Ox-b08610.2"
"Chir06Ox-b04370.2",6.36408191288982e-64,0.28859952178612,0.183,0.094,1.25117850407414e-59,"Chir06Ox-b04370.2"
"Chir07Ox-b09860.2",5.73871969450094e-149,0.417958972191217,0.235,0.096,1.12823229193888e-144,"Chir07Ox-b09860.2"
"Chir04Ox-b23190.2",0,0.730616008588018,0.467,0.109,0,"Chir04Ox-b23190.2"
"Chir06Ox-b23630.2",0,0.452142314309864,0.521,0.202,0,"Chir06Ox-b23630.2"
"Chir06Ox-b04360.2",0,0.703200935921206,0.534,0.213,0,"Chir06Ox-b04360.2"
"Chir07Ox-b11470.2",0,0.910879086775378,0.564,0.217,0,"Chir07Ox-b11470.2"
"Chir03Ox-b08410.2",0,0.443603887433879,0.565,0.248,0,"Chir03Ox-b08410.2"
"Chir03Ox-b23460.2",0,0.523371719578686,0.653,0.297,0,"Chir03Ox-b23460.2"
"Chir05Ox-b04030.2",0,0.852573743682191,0.691,0.303,0,"Chir05Ox-b04030.2"
"Chir02Ox-b00170.2",0,0.587062737936148,0.648,0.311,0,"Chir02Ox-b00170.2"
"Chir04Ox-b28020.2",0,1.1795812933442,0.746,0.322,0,"Chir04Ox-b28020.2"
"Chir01Ox-b12060.2",0,0.81093295295654,0.653,0.323,0,"Chir01Ox-b12060.2"
"Chir04Ox-b10970.2",0,0.725043661830732,0.763,0.327,0,"Chir04Ox-b10970.2"
"Chir04Ox-b21570.2",0,1.71387607883716,0.951,0.346,0,"Chir04Ox-b21570.2"
"Chir01Ox-b08030.2",1.22903046179764e-307,0.304630064546267,0.696,0.354,2.41627388789417e-303,"Chir01Ox-b08030.2"
"Chir06Ox-b18420.2",0,1.89086782546465,0.859,0.358,0,"Chir06Ox-b18420.2"
