"","WT_p_val","WT_avg_log2FC","WT_pct.1","WT_pct.2","WT_p_val_adj","gene_ID"
"Chir03Ox-b27170.2",0,0.573353280136167,0.128,0.009,0,"Chir03Ox-b27170.2"
"Chir08Ox-b10200.2",0,0.431096220084297,0.182,0.009,0,"Chir08Ox-b10200.2"
"Chir08Ox-b13910.2",0,0.300685931719735,0.133,0.009,0,"Chir08Ox-b13910.2"
"Chir06Ox-b24630.2",0,0.371794430859498,0.247,0.01,0,"Chir06Ox-b24630.2"
"Chir07Ox-b21160.2",0,0.268479974714172,0.227,0.011,0,"Chir07Ox-b21160.2"
"Chir07Ox-b20670.2",0,0.629280070831376,0.224,0.012,0,"Chir07Ox-b20670.2"
"Chir07Ox-b27540.2",1.00786513328354e-293,0.394906439235956,0.125,0.013,1.98146285203544e-289,"Chir07Ox-b27540.2"
"Chir01Ox-b22180.2",0,0.44694972351094,0.145,0.014,0,"Chir01Ox-b22180.2"
"Chir08Ox-b09580.2",0,0.447492685202764,0.221,0.014,0,"Chir08Ox-b09580.2"
"Chir01Ox-b03150.2",6.95878887960895e-227,0.540488467106726,0.108,0.014,1.36809789373112e-222,"Chir01Ox-b03150.2"
"Chir03Ox-b16200.2",0,2.22380174029559,0.246,0.015,0,"Chir03Ox-b16200.2"
"Chir06Ox-b17500.2",3.57565525769925e-246,0.409020469845287,0.123,0.016,7.02973823663674e-242,"Chir06Ox-b17500.2"
"Chir08Ox-b19950.2",7.58605642463924e-285,0.393139176519993,0.136,0.017,1.49141869308407e-280,"Chir08Ox-b19950.2"
"Chir02Ox-b02240.2",3.38259993756061e-265,0.485822167426871,0.13,0.017,6.65019147724417e-261,"Chir02Ox-b02240.2"
"Chir08Ox-b17580.2",6.27077695944279e-243,0.291932633243011,0.126,0.017,1.23283475022645e-238,"Chir08Ox-b17580.2"
"Chir04Ox-b12750.2",0,0.891965762236852,0.154,0.018,0,"Chir04Ox-b12750.2"
"Chir06Ox-b37840.2",0,0.289644061057782,0.163,0.02,0,"Chir06Ox-b37840.2"
"Chir07Ox-b10880.2",0,0.486104331862586,0.203,0.02,0,"Chir07Ox-b10880.2"
"Chir04Ox-b04670.2",0,0.38590271668658,0.218,0.021,0,"Chir04Ox-b04670.2"
"Chir07Ox-b02900.2",0,0.389972791640735,0.262,0.021,0,"Chir07Ox-b02900.2"
"Chir01Ox-b35540.2",1.17054909558586e-298,1.50636974061307,0.153,0.021,2.30129952192181e-294,"Chir01Ox-b35540.2"
"Chir01Ox-b21990.2",0,0.37542495334798,0.258,0.022,0,"Chir01Ox-b21990.2"
"Chir03Ox-b20470.2",0,0.805467087854598,0.204,0.022,0,"Chir03Ox-b20470.2"
"Chir03Ox-b33300.2",0,0.350790665598688,0.221,0.022,0,"Chir03Ox-b33300.2"
"Chir04Ox-b12770.2",4.78264158688639e-234,0.945531802558086,0.136,0.022,9.40267335981865e-230,"Chir04Ox-b12770.2"
"Chir02Ox-b12770.2",0,0.275773038599182,0.197,0.023,0,"Chir02Ox-b12770.2"
