"","WT_p_val","WT_avg_log2FC","WT_pct.1","WT_pct.2","WT_p_val_adj","gene_ID"
"Chir07Ox-b26490.2",4.72423218286887e-186,0.258047816620255,0.127,0.008,9.28784047152021e-182,"Chir07Ox-b26490.2"
"Chir02Ox-b11920.2",0,0.289059247066779,0.211,0.011,0,"Chir02Ox-b11920.2"
"Chir01Ox-b43090.2",2.6132145652674e-234,0.264863661652363,0.203,0.018,5.13757983531571e-230,"Chir01Ox-b43090.2"
"Chir03Ox-b10430.2",0,0.522322354956142,0.266,0.02,0,"Chir03Ox-b10430.2"
"Chir03Ox-b16250.2",0,1.86020645587671,0.395,0.036,0,"Chir03Ox-b16250.2"
"Chir07Ox-b35760.2",7.57115001871261e-74,0.329216064887806,0.188,0.042,1.4884880936789e-69,"Chir07Ox-b35760.2"
"Chir06Ox-b32080.2",5.58552201309893e-146,0.381613479278284,0.262,0.045,1.09811362777525e-141,"Chir06Ox-b32080.2"
"Chir06Ox-b24640.2",3.24724964404123e-71,0.517464441892285,0.206,0.051,6.38409280018506e-67,"Chir06Ox-b24640.2"
"Chir07Ox-b11830.2",1.00304276333629e-123,0.255716136205735,0.268,0.054,1.97198207271915e-119,"Chir07Ox-b11830.2"
"Chir05Ox-b28350.2",1.95033471945003e-93,0.250704234980242,0.239,0.054,3.83435805843876e-89,"Chir05Ox-b28350.2"
"Chir04Ox-b21900.2",1.07655901233879e-251,1.44487516682503,0.366,0.055,2.11651501825806e-247,"Chir04Ox-b21900.2"
"Chir01Ox-b40890.2",0,3.37842684296866,0.592,0.059,0,"Chir01Ox-b40890.2"
"Chir07Ox-b18570.2",3.23494070920901e-172,0.482208677718713,0.347,0.068,6.35989343430491e-168,"Chir07Ox-b18570.2"
"Chir02Ox-b20340.2",0,2.06910508416096,0.683,0.074,0,"Chir02Ox-b20340.2"
"Chir07Ox-b25040.2",0,0.68850118784505,0.504,0.078,0,"Chir07Ox-b25040.2"
"Chir02Ox-b20100.2",2.44693835903654e-170,0.413325822528014,0.386,0.082,4.81068081386583e-166,"Chir02Ox-b20100.2"
"Chir06Ox-b33400.2",1.84086575721459e-97,0.362804914236662,0.314,0.082,3.61914207868388e-93,"Chir06Ox-b33400.2"
"Chir05Ox-b05920.2",0,3.05731885093099,0.812,0.083,0,"Chir05Ox-b05920.2"
"Chir01Ox-b19600.2",1.05813582332062e-96,0.252367699350631,0.306,0.083,2.08029502864834e-92,"Chir01Ox-b19600.2"
"Chir07Ox-b33250.2",2.63423880681963e-78,0.457616416854202,0.284,0.083,5.17891349420739e-74,"Chir07Ox-b33250.2"
"Chir04Ox-b25500.2",5.12643097984656e-77,0.459171591136399,0.281,0.084,1.00785633063783e-72,"Chir04Ox-b25500.2"
"Chir05Ox-b14380.2",0,1.82537515257576,0.587,0.092,0,"Chir05Ox-b14380.2"
"Chir01Ox-b42400.2",1.00359076258119e-152,0.551947521797992,0.395,0.095,1.97305943923463e-148,"Chir01Ox-b42400.2"
"Chir06Ox-b26800.2",2.17999574413331e-07,0.287934707774171,0.154,0.096,0.00428587163296609,"Chir06Ox-b26800.2"
"Chir05Ox-b29240.2",0,2.44843635385131,0.898,0.127,0,"Chir05Ox-b29240.2"
"Chir06Ox-b14980.2",0,2.34775301359189,0.686,0.149,0,"Chir06Ox-b14980.2"
"Chir01Ox-b41230.2",0,3.372702586025,0.71,0.153,0,"Chir01Ox-b41230.2"
"Chir01Ox-b41240.2",0,2.05205373982809,0.779,0.153,0,"Chir01Ox-b41240.2"
"Chir06Ox-b14990.2",0,1.8639817696058,0.677,0.155,0,"Chir06Ox-b14990.2"
"Chir05Ox-b12140.2",4.87722447590407e-114,1.75953906214293,0.465,0.16,9.5886233196274e-110,"Chir05Ox-b12140.2"
"Chir07Ox-b35440.2",0,1.02914620633942,0.741,0.168,0,"Chir07Ox-b35440.2"
"Chir05Ox-b03710.2",0,3.05575791023005,0.903,0.172,0,"Chir05Ox-b03710.2"
"Chir02Ox-b23630.2",2.67496709994727e-135,0.553243632093785,0.586,0.209,5.25898531849633e-131,"Chir02Ox-b23630.2"
"Chir03Ox-b15590.2",1.32937173113274e-94,0.452224755322149,0.565,0.252,2.61354482340698e-90,"Chir03Ox-b15590.2"
"Chir04Ox-b16990.2",1.48196483332717e-163,0.906926144316117,0.714,0.263,2.91354286232122e-159,"Chir04Ox-b16990.2"
"Chir06Ox-b36010.2",2.41742194674783e-128,0.575627330009247,0.62,0.273,4.75265154730622e-124,"Chir06Ox-b36010.2"
"Chir06Ox-b15290.2",1.84942244568924e-167,1.24314201741981,0.703,0.288,3.63596452822504e-163,"Chir06Ox-b15290.2"
"Chir01Ox-b30630.2",1.43373033171309e-105,0.621581632324278,0.628,0.296,2.81871383214794e-101,"Chir01Ox-b30630.2"
"Chir06Ox-b15000.2",5.75049826251307e-248,2.23637165293442,0.818,0.313,1.13054795841007e-243,"Chir06Ox-b15000.2"
"Chir01Ox-b18780.2",2.13593096324725e-89,0.501204249416879,0.643,0.325,4.19924027374409e-85,"Chir01Ox-b18780.2"
"Chir01Ox-b40930.2",0,2.45845664205534,0.985,0.329,0,"Chir01Ox-b40930.2"
"Chir03Ox-b00610.2",3.97897878830254e-143,1.45582624008647,0.78,0.374,7.82267229780279e-139,"Chir03Ox-b00610.2"
"Chir01Ox-b40880.2",0,2.71219018417913,0.96,0.384,0,"Chir01Ox-b40880.2"
"Chir05Ox-b02290.2",1.98757759684785e-143,0.700617518930011,0.774,0.39,3.90757755540287e-139,"Chir05Ox-b02290.2"
"Chir06Ox-b11160.2",2.97909759396479e-89,0.544495819287433,0.743,0.398,5.85690586973477e-85,"Chir06Ox-b11160.2"
"Chir04Ox-b21570.2",1.0784148942971e-67,0.592705157355093,0.753,0.411,2.1201636821881e-63,"Chir04Ox-b21570.2"
"Chir06Ox-b18420.2",7.30440168740132e-61,0.41538148537965,0.743,0.411,1.4360453717431e-56,"Chir06Ox-b18420.2"
"Chir06Ox-b29650.2",1.18527622923886e-106,0.549827152186898,0.8,0.414,2.3302530666836e-102,"Chir06Ox-b29650.2"
"Chir04Ox-b26320.2",4.50477343047147e-308,1.90476769521709,0.951,0.447,8.8563845643069e-304,"Chir04Ox-b26320.2"
"Chir06Ox-b28930.2",6.79109598483564e-135,0.760695343575301,0.867,0.472,1.33512947061869e-130,"Chir06Ox-b28930.2"
"Chir04Ox-b16600.2",1.25528726979095e-218,2.19064267352121,0.913,0.485,2.46789477240901e-214,"Chir04Ox-b16600.2"
"Chir07Ox-b20580.2",5.33493694679124e-211,2.33851358254886,0.88,0.506,1.04884860373916e-206,"Chir07Ox-b20580.2"
"Chir02Ox-b09430.2",2.33136934349943e-91,0.484929031633595,0.825,0.508,4.58347212931987e-87,"Chir02Ox-b09430.2"
"Chir03Ox-b28600.2",1.08856136836322e-135,0.816328715871711,0.906,0.524,2.1401116502021e-131,"Chir03Ox-b28600.2"
"Chir01Ox-b23520.2",1.62814529648652e-83,0.531716359181783,0.854,0.541,3.20093365289249e-79,"Chir01Ox-b23520.2"
"Chir02Ox-b21810.2",3.12067387430099e-77,0.499422051741662,0.88,0.567,6.13524483687575e-73,"Chir02Ox-b21810.2"
"Chir02Ox-b05770.2",9.12368086809462e-136,0.694267879739895,0.897,0.569,1.7937156586674e-131,"Chir02Ox-b05770.2"
"Chir04Ox-b22080.2",1.41352674592566e-103,0.559933366161303,0.883,0.583,2.77899358248986e-99,"Chir04Ox-b22080.2"
"Chir04Ox-b09790.2",4.32066693085617e-185,1.15488690268736,0.945,0.597,8.49443118606323e-181,"Chir04Ox-b09790.2"
