"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir01Ox-b18070.2","Chir01Ox-b18070.2",NA,NA,0.254224242330911,0.175,0.042,0.512233106820441,8,2.78450240162808e-256,5.47433172160081e-252,NA,NA,NA,"GEP_38"
"Chir04Ox-b10990.2","Chir04Ox-b10990.2",NA,NA,0.449066220736419,0.233,0.045,0.816568743575845,1,0,0,NA,NA,NA,"GEP_38"
"Chir04Ox-b10020.2","Chir04Ox-b10020.2","AT2G28500","AT2G28500.1",0.300882205084495,0.311,0.07,0.519422020817176,7,0,0,"Yes","LBD","cellular catabolic process, defense response to other organism, immune system process, negative regulation of abscisic acid-activated signaling pathway, nucleus, organic substance catabolic process, phyllome development, regulation of defense response, response to fungus, response to organonitrogen compound, response to salt stress, response to water deprivation, salicylic acid mediated signaling pathway","GEP_38"
"Chir06Ox-b04340.2","Chir06Ox-b04340.2","AT5G44578","PROSCOOP9",0.34812987826626,0.208,0.072,0.355900430042624,19,3.97587359708525e-185,7.8165674918696e-181,NA,NA,"biological_process, endoplasmic reticulum, extracellular region, mitochondrion, molecular_function","GEP_38"
"Chir05Ox-b21860.2","Chir05Ox-b21860.2","AT3G56220","F18O21.180",0.617115425126365,0.412,0.09,0.799266320819172,2,0,0,NA,NA,"DNA-binding transcription factor activity, mitochondrion, nucleus, protein dimerization activity, regulation of DNA-templated transcription, sequence-specific DNA binding","GEP_38"
"Chir04Ox-b23190.2","Chir04Ox-b23190.2","AT2G40435","T2P4.23",0.623034390103323,0.419,0.109,0.643954557152379,3,0,0,NA,NA,"DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription, sequence-specific DNA binding","GEP_38"
"Chir01Ox-b43120.2","Chir01Ox-b43120.2","AT1G54040","ESP",0.316050967804593,0.264,0.111,0.349138475702906,20,3.71271764777779e-180,7.29920289553114e-176,NA,NA,"chloroplast, cytoplasm, defense response to bacterium, enzyme regulator activity, glucosinolate catabolic process, leaf senescence, nitrile biosynthetic process, nucleus, protein binding, response to jasmonic acid","GEP_38"
"Chir06Ox-b24210.2","Chir06Ox-b24210.2","AT5G15160","BNQ2",0.332096604600279,0.303,0.117,0.504217593302015,11,1.65862703069351e-243,3.26086074234345e-239,"Yes","bHLH","DNA-binding transcription factor activity, photomorphogenesis, plant-type vacuole, protein binding, protein dimerization activity, regulation of DNA-templated transcription, regulation of growth, regulation of timing of transition from vegetative to reproductive phase","GEP_38"
"Chir02Ox-b02960.2","Chir02Ox-b02960.2","AT1G62510","T3P18.7",0.308535341521264,0.321,0.123,0.486744140936831,12,2.80099760632621e-264,5.50676129403733e-260,NA,NA,"cellular_component, molecular_function, oxoacid metabolic process, response to lipid, response to water deprivation","GEP_38"
"Chir07Ox-b18590.2","Chir07Ox-b18590.2","AT4G21930","F1N20.2",0.319999136549921,0.334,0.136,0.383093383214125,16,5.68535732847215e-248,1.11774125077762e-243,NA,NA,"cellular response to abscisic acid stimulus, cellular_component, molecular_function, response to water deprivation, secondary metabolic process","GEP_38"
