"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source","rank"
"Chir03Ox-b14400.2","Chir03Ox-b14400.2","AT3G14780","AT3G14780.1",1.04836297113322,0.116,0.002,0,0,NA,NA,"biological_process, glucosyltransferase activity, nucleus, plasma membrane","DEGs",1
"Chir01Ox-b24800.2","Chir01Ox-b24800.2","AT1G26450","T1K7.18",1.19698973359238,0.103,0.003,0,0,NA,NA,"biological_process, extracellular region, membrane, molecular_function, nucleus","DEGs",2
"Chir05Ox-b04070.2","Chir05Ox-b04070.2","AT3G26760","MDJ14.5",1.34018832953576,0.511,0.007,0,0,NA,NA,"mitochondrion, root development, tissue development, zinc ion binding","DEGs",3
"Chir06Ox-b19550.2","Chir06Ox-b19550.2","AT5G19530","AT5G19530.1",2.04204485071609,0.252,0.007,0,0,NA,NA,"auxin polar transport, cytoplasm, nucleus, phloem or xylem histogenesis, polyamine biosynthetic process, spermine synthase activity, thermospermine synthase activity, unidimensional cell growth, xylem vessel member cell differentiation","DEGs",4
"Chir06Ox-b14280.2","Chir06Ox-b14280.2","AT5G25490","T14C9.30",1.26903928458523,0.332,0.008,0,0,NA,NA,"cell differentiation, cellular component biogenesis, cytoplasm, mRNA binding, nucleus, porphyrin-containing compound metabolic process, regionalization, regulation of biological quality, response to light stimulus, RNA binding","DEGs",5
"Chir06Ox-b14960.2","Chir06Ox-b14960.2","AT5G24800","ATBZIP9",2.03726768238835,0.366,0.01,0,0,"Yes","bZIP","cellular response to glucose stimulus, DNA-binding transcription factor activity, nucleus, protein binding, protein heterodimerization activity, protein homodimerization activity, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs",6
"Chir03Ox-b28030.2","Chir03Ox-b28030.2","AT2G13820","AtXYP2",2.26878513344581,0.537,0.012,0,0,NA,NA,"extracellular region, lipid binding, lipid transport, plasma membrane, xylem development","GEP_10and DEGs",7
"Chir02Ox-b17390.2","Chir02Ox-b17390.2","AT1G70830","MLP28",3.25282933036041,0.309,0.019,0,0,NA,NA,"cell wall polysaccharide metabolic process, chloroplast, cytoplasm, cytosol, defense response, mitochondrion, molecular_function, nucleus","DEGs",8
"Chir03Ox-b15440.2","Chir03Ox-b15440.2","AT3G15680","MSJ11.28",2.26998893931859,0.398,0.024,0,0,NA,NA,"cytoplasm, mRNA binding, nucleus, RNA binding, tissue development","DEGs",9
"Chir03Ox-b00650.2","Chir03Ox-b00650.2","AT3G01470","ATHB-1",1.03012318029826,0.395,0.029,0,0,"Yes","HD-ZIP","DNA binding, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, leaf morphogenesis, negative regulation of translation, nucleus, positive regulation of DNA-templated transcription, protein binding, protein homodimerization activity, regulation of cell growth, response to blue light, response to salt stress, sequence-specific DNA binding","DEGs",10
