"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir08Ox-b06850.2","Chir08Ox-b06850.2","AT4G11320","CP2",2.30999362342454,0.534,0.093,0.358621498207902,18,0,0,NA,NA,"cysteine-type endopeptidase activity, extracellular region, extracellular space, lysosome, peptidase activity, proteolysis, proteolysis involved in protein catabolic process","GEP_32"
"Chir08Ox-b07590.2","Chir08Ox-b07590.2","AT4G10640","ABS6",0.65882209779536,0.3,0.03,0.571335017911259,6,0,0,NA,NA,"biological_process, calmodulin binding, microtubule, nucleus, plasma membrane, protein binding","GEP_32"
"Chir04Ox-b20280.2","Chir04Ox-b20280.2",NA,NA,0.619955072398403,0.348,0.064,0.204963731467071,30,0,0,NA,NA,NA,"GEP_32"
"Chir06Ox-b04370.2","Chir06Ox-b04370.2","AT5G44572","PROSCOOP6",0.616902939691733,0.285,0.093,0.249710490231725,24,8.56378403610138e-161,1.68363994149753e-156,NA,NA,"defense response to insect, endoplasmic reticulum, extracellular region, molecular_function, response to wounding","GEP_32"
"Chir05Ox-b20810.2","Chir05Ox-b20810.2","AT3G55240","T26I12.120",0.60523863635044,0.282,0.09,0.298088695993104,21,2.46532155869982e-166,4.84682218440385e-162,NA,NA,"chloroplast, developmental process, molecular_function","GEP_32"
"Chir05Ox-b16230.2","Chir05Ox-b16230.2","AT3G50870","HAN",0.478121479456135,0.292,0.034,0.517049727531623,10,0,0,"Yes","GATA","cotyledon development, DNA-binding transcription activator activity, RNA polymerase II-specific, DNA-binding transcription factor activity, embryo development ending in seed dormancy, flower development, negative regulation of DNA-templated transcription, nucleus, protein binding, protein homodimerization activity, regulation of DNA-templated transcription, regulation of flower development, regulation of meristem structural organization, sequence-specific DNA binding, zinc ion binding","GEP_32"
"Chir03Ox-b30470.2","Chir03Ox-b30470.2","AT2G16580","SAUR8",0.452565185116362,0.354,0.051,0.41181317635232,13,0,0,NA,NA,"mitochondrion, molecular_function, response to abscisic acid, response to auxin","GEP_32"
"Chir01Ox-b29650.2","Chir01Ox-b29650.2","AT1G31040","PLATZ3",0.450418726039304,0.461,0.079,0.437439478386028,11,0,0,NA,NA,"leaf development, leaf senescence, mitochondrion, nucleus, response to auxin, response to cytokinin","GEP_32"
"Chir01Ox-b42060.2","Chir01Ox-b42060.2","AT1G53180","F12M16.8",0.355297866101496,0.314,0.035,0.264589698745083,23,0,0,NA,NA,"hormone-mediated signaling pathway, molecular_function, nucleus, protein localization, regulation of signal transduction","GEP_32"
"Chir06Ox-b35870.2","Chir06Ox-b35870.2","AT5G03150","JKD",0.333238524565121,0.293,0.025,0.757555309028246,1,0,0,"Yes","C2H2","asymmetric cell division, DNA-binding transcription factor activity, nucleus, positive regulation of DNA-templated transcription, protein binding, protein homodimerization activity, regulation of cell division, regulation of DNA-templated transcription, regulation of epidermal cell differentiation, regulation of meristem growth, root development, sequence-specific DNA binding","GEP_32"
