"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir05Ox-b28960.2","Chir05Ox-b28960.2","AT3G63300","AT3G63300.1",1.36061044781344,0.683,0.089,0.582088703252857,10,0,0,NA,NA,"auxin-activated signaling pathway, chloroplast, leaf vascular tissue pattern formation, nucleus, phloem or xylem histogenesis, phosphatidylinositol binding, post-Golgi vesicle-mediated transport, protein binding, response to auxin, signal transduction, trans-Golgi network","GEP_37"
"Chir04Ox-b00160.2","Chir04Ox-b00160.2","AT2G21050","LAX2",1.36094533526322,0.622,0.093,0.568293783451104,11,0,0,NA,NA,"amino acid transmembrane transport, amino acid transmembrane transporter activity, cotyledon vascular tissue pattern formation, membrane, plasma membrane, response to nematode, root cap development","GEP_37"
"Chir08Ox-b24790.2","Chir08Ox-b24790.2","AT5G62280","MMI9.11",0.996893451604464,0.321,0.023,0.73767425523194,3,0,0,NA,NA,"cellular response to ethylene stimulus, cellular_component, lipid metabolic process, molecular_function, organelle organization, organic hydroxy compound metabolic process, plant epidermis development, root morphogenesis","GEP_37"
"Chir02Ox-b16950.2","Chir02Ox-b16950.2",NA,NA,0.868597447748279,0.484,0.069,0.53018022405725,14,0,0,NA,NA,NA,"GEP_37"
"Chir03Ox-b00110.2","Chir03Ox-b00110.2","AT3G02000","ROXY1",0.675273684867919,0.212,0.027,0.794303320222889,2,0,0,NA,NA,"anther development, cytoplasm, disulfide oxidoreductase activity, glutathione oxidoreductase activity, negative regulation of DNA-templated transcription, negative regulation of transcription by RNA polymerase II, nucleus, petal development, petal formation, protein binding, protein disulfide isomerase activity, stamen morphogenesis","GEP_37"
"Chir06Ox-b37330.2","Chir06Ox-b37330.2","AT5G01370","TRM29",0.675027125677302,0.283,0.097,0.316206396059198,32,9.78481397881657e-170,1.92369442823534e-165,NA,NA,"fruit dehiscence, nucleus, protein binding","GEP_37"
"Chir02Ox-b20320.2","Chir02Ox-b20320.2","AT1G73590","PIN1",0.609673194655442,0.495,0.076,0.499313990281942,15,0,0,NA,NA,"apical part of cell, auxin efflux transmembrane transporter activity, auxin export across the plasma membrane, auxin homeostasis, auxin polar transport, basal plasma membrane, cotyledon development, cotyledon morphogenesis, cytoplasm, embryo development ending in seed dormancy, endoplasmic reticulum, flower development, gravitropism, inflorescence development, leaf formation, leaf shaping, phosphorylation, photomorphogenesis, plant-type cell wall, plasma membrane, plasmodesma, protein binding, root development, shoot system development, xylem and phloem pattern formation","GEP_37"
"Chir07Ox-b03620.2","Chir07Ox-b03620.2","AT5G39240","K3K3.14",0.574910569889339,0.401,0.047,0.602366888601564,9,0,0,NA,NA,"mitochondrion, molecular_function, regulation of DNA-templated transcription","GEP_37"
"Chir07Ox-b14860.2","Chir07Ox-b14860.2","AT4G17980","anac071",0.547205100869382,0.23,0.023,0.667017819802135,6,0,0,"Yes","NAC","cell division, cellular response to auxin stimulus, DNA binding, DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription, response to wounding, sequence-specific DNA binding","GEP_37"
"Chir01Ox-b26870.2","Chir01Ox-b26870.2","AT1G28130","VAS2",0.509050119832228,0.494,0.099,0.361120815311504,25,0,0,NA,NA,"acid-amino acid ligase activity, auxin homeostasis, cytoplasm, indole-3-acetic acid amido synthetase activity, nucleus, response to auxin","GEP_37"
