"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir04Ox-b23440.2","Chir04Ox-b23440.2","AT2G40670","ARR16",1.11678879548191,0.52,0.009,0.902314992721346,2,0,0,NA,NA,"cytokinin-activated signaling pathway, cytoplasm, phosphorelay response regulator activity, protein binding, regulation of DNA-templated transcription, response to cytokinin","GEP_29"
"Chir03Ox-b14380.2","Chir03Ox-b14380.2","AT3G14760","T21E2.1",1.22365175022791,0.467,0.013,0.574602029725426,6,0,0,NA,NA,"cellular_component, molecular_function, response to light stimulus","GEP_29"
"Chir01Ox-b32760.2","Chir01Ox-b32760.2","AT1G34245","AT1G34245.1",2.7346118670367,0.736,0.037,0.946363841450338,1,0,0,NA,NA,"extracellular region, guard cell differentiation, negative regulation of stomatal complex development, plant epidermis morphogenesis, protein kinase binding, stomatal complex development","GEP_29"
"Chir03Ox-b26100.2","Chir03Ox-b26100.2","AT2G04100","AT2G04100.2",1.00253435659748,0.612,0.049,0.395969518449575,17,0,0,NA,NA,"antiporter activity, chloroplast, defense response to bacterium, defense response to other organism, membrane, regulation of defense response, response to fungus, secondary metabolic process, transmembrane transporter activity, xenobiotic detoxification by transmembrane export across the plasma membrane, xenobiotic transmembrane transporter activity","GEP_29"
"Chir07Ox-b14510.2","Chir07Ox-b14510.2","AT4G17680","EBS1",1.19452360142006,0.779,0.05,0.54433671169267,10,0,0,NA,NA,"nucleus, protein binding, regulation of defense response, response to alkaline pH, ubiquitin-protein transferase activity","GEP_29"
"Chir05Ox-b27770.2","Chir05Ox-b27770.2","AT3G62070","T17J13.30",2.17529446512527,0.833,0.058,0.581549484817384,5,0,0,NA,NA,"cellular_component, defense response to other organism, meristem initiation, molecular_function, response to jasmonic acid, response to red or far red light","GEP_29"
"Chir05Ox-b16920.2","Chir05Ox-b16920.2","AT3G51600","AT3G51600.1",1.24916216609923,0.421,0.059,0.370167265692707,18,0,0,NA,NA,"cytosol, extracellular region, lipid transport, lipid transporter activity, plant-type cell wall, plasmodesma","GEP_29"
"Chir05Ox-b01380.2","Chir05Ox-b01380.2","AT2G02450","ANAC034",1.24683611556409,0.795,0.061,0.518703700100905,11,0,0,"Yes","NAC","developmental growth, DNA-binding transcription factor activity, nucleus, plastid organization, regulation of DNA-templated transcription, response to light stimulus, response to salicylic acid, response to wounding","GEP_29"
"Chir08Ox-b23340.2","Chir08Ox-b23340.2","AT5G60880","BASL",2.59742480406316,0.95,0.061,0.508605655806601,13,0,0,NA,NA,"asymmetric cell division, cell cortex, cell periphery, nucleus, plasma membrane, protein binding, regulation of asymmetric cell division, stomatal complex development, unidimensional cell growth","GEP_29"
"Chir08Ox-b14990.2","Chir08Ox-b14990.2","AT5G53210","SPCH",1.40959583512389,0.837,0.062,0.516430072776608,12,0,0,"Yes","bHLH","cytoplasm, DNA-binding transcription activator activity, DNA-binding transcription factor activity, guard cell differentiation, nucleus, positive regulation of DNA-templated transcription, protein binding, protein dimerization activity, regulation of DNA-templated transcription, regulation of response to osmotic stress, regulation of stomatal complex development, response to low humidity, response to osmotic stress, stomatal complex development","GEP_29"
