"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir03Ox-b29450.2","Chir03Ox-b29450.2","AT2G15310","ATARFB1A",1.46441682550577,0.301,0.001,0.805798906679685,4,0,0,NA,NA,"cytoplasm, Golgi apparatus, GTP binding, GTPase activity, intracellular protein transport, N-terminal protein myristoylation, vesicle-mediated transport","GEP_31"
"Chir06Ox-b21880.2","Chir06Ox-b21880.2","AT5G17450","AtHMP45",1.03465968945437,0.288,0.001,0.829287285497361,3,0,0,NA,NA,"cadmium ion homeostasis, detoxification of cadmium ion, metal ion binding, metal ion transport, nucleus","GEP_31"
"Chir06Ox-b36350.2","Chir06Ox-b36350.2","AT5G02600","NPCC6",1.2838740287865,0.397,0.001,0.97593132422217,1,0,0,NA,NA,"chloroplast, cytoplasm, flower development, metal ion binding, nucleus, phloem transport, root morphogenesis, sodium ion homeostasis","GEP_31"
"Chir04Ox-b29550.2","Chir04Ox-b29550.2","AT2G46630","T3A4.1",2.26751604064948,0.342,0.002,0.532633604468549,13,0,0,NA,NA,"molecular_function, nucleus, tissue development","GEP_31"
"Chir08Ox-b01400.2","Chir08Ox-b01400.2","AT4G00880","SAUR31",1.10523413728459,0.336,0.002,0.729177816357645,8,0,0,NA,NA,"mitochondrion, molecular_function, organelle organization, response to auxin","GEP_31"
"Chir08Ox-b16630.2","Chir08Ox-b16630.2","AT5G54660","MRB17.16",1.32872155344014,0.363,0.002,0.788569196191693,6,0,0,NA,NA,"biological_process, chloroplast, molecular_function","GEP_31"
"Chir03Ox-b21760.2","Chir03Ox-b21760.2","AT3G21600","MIL23.17",1.60598103867079,0.384,0.003,0.863549874719868,2,0,0,NA,NA,"molecular_function, nucleus, plasma membrane, response to inorganic substance, secondary metabolic process","GEP_31"
"Chir07Ox-b12590.2","Chir07Ox-b12590.2",NA,NA,1.89984397863485,0.342,0.003,0.796071522918064,5,0,0,NA,NA,NA,"GEP_31"
"Chir02Ox-b26600.2","Chir02Ox-b26600.2","AT1G79430","WDY",2.01312430396031,0.452,0.004,0.526846282023549,14,0,0,"Yes","G2-like","DNA-binding transcription factor activity, mitochondrion, nucleus, phloem development, positive regulation of DNA-templated transcription, protein binding, regulation of DNA-templated transcription, xylem development","GEP_31"
"Chir02Ox-b17030.2","Chir02Ox-b17030.2","AT1G70505",NA,1.00165405272064,0.336,0.005,0.451128174795818,20,0,0,NA,NA,"chloroplast, membrane, molecular_function, tissue development","GEP_31"
