"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir02Ox-b14840.2","Chir02Ox-b14840.2","AT1G68520","BBX14",0.250833836079263,0.246,0.048,0.759228677538474,2,0,0,"Yes","CO-like","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription, transcription cis-regulatory region binding, zinc ion binding","GEP_43"
"Chir01Ox-b41580.2","Chir01Ox-b41580.2","AT1G52770","AT1G52770.1",0.426514925135434,0.418,0.059,0.834349796998389,1,0,0,NA,NA,"embryo development ending in seed dormancy, nucleus, seed development","GEP_43"
"Chir05Ox-b18300.2","Chir05Ox-b18300.2","AT3G52770","ZPR3",0.267041033973574,0.253,0.068,0.587073446546343,4,1.14028350320884e-266,2.24179736730858e-262,NA,NA,"adaxial/abaxial axis specification, leaf shaping, leaf vascular tissue pattern formation, meristem maintenance, negative regulation of DNA-binding transcription factor activity, nucleus, protein binding, regulation of meristem growth","GEP_43"
"Chir03Ox-b33620.2","Chir03Ox-b33620.2","AT2G18969","HLH3",0.329466705709613,0.332,0.086,0.461528432013628,7,0,0,NA,NA,"molecular_function, nucleus, regulation of DNA-templated transcription","GEP_43"
"Chir07Ox-b23230.2","Chir07Ox-b23230.2","AT4G26150","GATA22",0.296304143226247,0.399,0.126,0.644571718015825,3,0,0,"Yes","GATA","chloroplast elongation, chloroplast organization, circadian rhythm, cytokinin-activated signaling pathway, DNA-binding transcription factor activity, gibberellic acid mediated signaling pathway, negative regulation of flower development, negative regulation of gibberellic acid mediated signaling pathway, negative regulation of seed germination, nucleus, plant organ senescence, positive regulation of chlorophyll biosynthetic process, protein binding, regulation of carbohydrate utilization, regulation of chlorophyll biosynthetic process, regulation of DNA-templated transcription, regulation of gene expression, regulation of photoperiodism, flowering, regulation of seed development, regulation of seed germination, response to auxin, response to cytokinin, response to gibberellin, response to light stimulus, response to nitrate, response to red light, transcription cis-regulatory region binding, zinc ion binding","GEP_43"
"Chir06Ox-b29970.2","Chir06Ox-b29970.2","AT5G09370","AT5G09370.1",0.507385999390005,0.416,0.171,0.489930378147899,5,5.33679820266559e-253,1.04921452664406e-248,NA,NA,"lipid binding, lipid transport, membrane, plasma membrane","GEP_43"
"Chir01Ox-b14670.2","Chir01Ox-b14670.2","AT1G14600","AT1G14600.1",0.372407227924345,0.562,0.182,0.45856190466526,8,0,0,"Yes","G2-like","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription","GEP_43"
"Chir01Ox-b12050.2","Chir01Ox-b12050.2","AT1G12090","ELP",0.648933126382369,0.471,0.183,0.46560028288735,6,0,0,NA,NA,"biological_process, cellular_component, molecular_function","GEP_43"
"Chir01Ox-b05100.2","Chir01Ox-b05100.2","AT1G05835",NA,0.627506973890793,0.672,0.304,0.390376908409838,12,0,0,NA,NA,"cell fate determination, cellular_component, molecular_function, plant-type cell wall organization or biogenesis, tissue development","GEP_43"
"Chir01Ox-b12060.2","Chir01Ox-b12060.2","AT1G12100","AT1G12100.1",0.332362933393223,0.64,0.331,0.315605713137456,15,1.07114493552095e-212,2.1058709432342e-208,NA,NA,"cellular developmental process, extracellular region, organelle organization, seed development, small molecule metabolic process","GEP_43"
