"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir05Ox-b28440.2","Chir05Ox-b28440.2","AT3G62820","F26K9.250",1.4709139590409,0.53,0.001,0.873416684769672,6,0,0,NA,NA,"enzyme inhibitor activity, negative regulation of catalytic activity","GEP_42"
"Chir01Ox-b03780.2","Chir01Ox-b03780.2","AT1G04660","T1G11.8",1.6621425503773,0.425,0.002,0.483082979709869,15,0,0,NA,NA,"biological_process, cellular_component, molecular_function","GEP_42"
"Chir03Ox-b05620.2","Chir03Ox-b05620.2","AT3G06120","MUTE",3.3941068044359,0.425,0.002,0.985598833668427,3,0,0,"Yes","bHLH","DNA-binding transcription factor activity, epidermal cell differentiation, guard cell differentiation, nucleus, positive regulation of DNA-templated transcription, protein dimerization activity, stomatal complex development, transcription cis-regulatory region binding","GEP_42"
"Chir07Ox-b23500.2","Chir07Ox-b23500.2",NA,NA,1.69992295178237,0.707,0.002,0.871413110152824,7,0,0,NA,NA,NA,"GEP_42"
"Chir02Ox-b18370.2","Chir02Ox-b18370.2","AT1G71866","EPFL7",2.37857410798408,0.547,0.003,0.998595550135829,1,0,0,NA,NA,"extracellular region, guard cell differentiation, molecular_function, stomatal complex development","GEP_42"
"Chir03Ox-b35560.2","Chir03Ox-b35560.2","AT2G20875","EPF1",2.40478427788011,0.652,0.003,0.989485033281152,2,0,0,NA,NA,"extracellular region, guard cell differentiation, molecular_function, negative regulation of stomatal complex development, stomatal complex development, stomatal complex patterning","GEP_42"
"Chir06Ox-b31760.2","Chir06Ox-b31760.2","AT5G07190","ATS3",1.25621147362581,0.503,0.004,0.953881932330124,4,0,0,NA,NA,"embryo development ending in seed dormancy, extracellular region, membrane, molecular_function, nucleus","GEP_42"
"Chir01Ox-b32160.2","Chir01Ox-b32160.2","AT1G33540","scpl18",1.22046557595869,0.68,0.005,0.695335707816519,9,0,0,NA,NA,"acyltransferase activity, transferring groups other than amino-acyl groups, extracellular region, proteolysis, secondary metabolic process, serine-type carboxypeptidase activity","GEP_42"
"Chir01Ox-b24670.2","Chir01Ox-b24670.2","AT1G26600","AT1G26600.1",1.16051985862183,0.619,0.011,0.587480180673104,12,0,0,NA,NA,"apoplast, cell-cell signaling involved in cell fate commitment, maintenance of root meristem identity, mitochondrion, phloem development, regulation of cell differentiation","GEP_42"
"Chir01Ox-b03210.2","Chir01Ox-b03210.2","AT1G04110","AtSDD1",2.68543605453993,0.392,0.016,0.750827335404142,8,0,0,NA,NA,"external side of plasma membrane, extracellular region, regulation of cell population proliferation, serine-type endopeptidase activity, stomatal complex morphogenesis","GEP_42"
