"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir05Ox-b00600.2","Chir05Ox-b00600.2","AT2G01610","T8O11.22",1.44184640335163,0.373,0.02,0.583444929743042,5,0,0,NA,NA,"enzyme inhibitor activity, extracellular region, negative regulation of catalytic activity","GEP_4"
"Chir02Ox-b11350.2","Chir02Ox-b11350.2","AT1G65690","NHL6",1.70599173358175,0.368,0.023,0.455466600868691,13,0,0,NA,NA,"cytosol, molecular_function, plasma membrane, positive regulation of abscisic acid biosynthetic process, response to abscisic acid, response to osmotic stress, response to salt","GEP_4"
"Chir06Ox-b25450.2","Chir06Ox-b25450.2","AT5G14000","anac084",1.19663482448734,0.293,0.024,0.430970468861379,18,0,0,"Yes","NAC","carboxylic acid biosynthetic process, cellular catabolic process, cellular lipid metabolic process, DNA binding, DNA-binding transcription factor activity, lipid biosynthetic process, nucleus, organic cyclic compound catabolic process, organic hydroxy compound metabolic process, regulation of DNA-templated transcription, response to salt stress, secondary metabolic process, transcription cis-regulatory region binding","GEP_4"
"Chir01Ox-b41050.2","Chir01Ox-b41050.2","AT1G52200","F9I5.19",1.87852350503464,0.433,0.027,0.480771411209967,11,0,0,NA,NA,"molecular_function, nucleus, response to oxidative stress","GEP_4"
"Chir04Ox-b21430.2","Chir04Ox-b21430.2","AT2G38870","AT2G38870.1",2.67774410353853,0.402,0.028,0.436242300617023,17,0,0,NA,NA,"cytosol, defense response to fungus, extracellular region, plant-type cell wall, response to wounding","GEP_4"
"Chir02Ox-b08950.2","Chir02Ox-b08950.2","AT1G56250","AtPP2-B14",1.27132314440434,0.349,0.038,0.409993258777682,21,0,0,NA,NA,"camalexin biosynthetic process, carbohydrate binding, cellular response to organic substance, cellular response to oxygen-containing compound, chloroplast, cytoplasm, defense response to bacterium, defense response to fungus, immune system process, nucleus, phyllome development, protein binding, regulation of defense response, response to abscisic acid, response to chitin, response to inorganic substance, response to salicylic acid, response to wounding","GEP_4"
"Chir08Ox-b23620.2","Chir08Ox-b23620.2","AT5G61160","ACT",1.42735809702693,0.545,0.041,0.425846378446637,19,0,0,NA,NA,"agmatine N4-coumaroyltransferase activity, cytoplasm","GEP_4"
"Chir07Ox-b04970.2","Chir07Ox-b04970.2",NA,NA,1.01388745137043,0.462,0.042,0.578764160117415,6,0,0,NA,NA,NA,"GEP_4"
"Chir05Ox-b02030.2","Chir05Ox-b02030.2",NA,NA,1.34483009705122,0.456,0.046,0.506179757960549,9,0,0,NA,NA,NA,"GEP_4"
"Chir04Ox-b26270.2","Chir04Ox-b26270.2",NA,NA,1.37166346880516,0.453,0.057,0.30000357625603,40,0,0,NA,NA,NA,"GEP_4"
