"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007017","GO:0007017","microtubule-based process","66/1017","241/21895",9.71311410194969e-33,1.67356955976593e-29,1.38948653311049e-29,"AtTPX2/TOR2/ARK3/ATNACK1/NA/ARAC4/PFD6/ZCF125/NA/NA/SKU6/NA/Kin7.2/NA/AtAUR2/RSW7/TBB7/GEM1/NA/NA/NA/EDE1/AtAUR3/NA/SP1L3/NA/POK1/POK2/NA/KINESIN-12B/ATNACK2/NA/PLP3a/TON1B/TRM7/ATK5/PAKRP2/NA/NA/TPXL3/NA/MAP65-2/WDL5/AtAUR1/NA/Kin7.4/NA/MPB2C/TUB6/NA/NA/EMB40/EMB3013/TUA5/NA/NA/NA/TUB4/PFD3/ATGH9A1/ATMAP65-3/ATK3/NA/NA/TUB2/ATEB1C",66
"GO:0022402","GO:0022402","cell cycle process","87/1017","491/21895",1.30523706188174e-27,1.12446172881112e-24,9.33587982682781e-25,"CENH3/ATPRD3/ATCSLD5/AtTPX2/ATRAB-A2A/CYCA2;3/CENP-C/AtPDS5E/CYCB3;1/ATNACK1/CYCB2;3/CDKB2;2/CYCA1;1/FU/DRP5A/NA/NA/AtTCP15/CYCB2;4/CDKB2;1/CYCA2;4/CYCB2;1/NA/AtAUR2/RSW7/NA/EMB2795/ATVAMP722/NA/BUBR1/GEM1/CDKB1;2/APC7/PYM/EDE1/AtAUR3/ATN/CYC2/CMR1/POK1/POK2/BUB3.1/UBC19/KINESIN-12B/ATTOPII/AtMAD2/MER3/ATNACK2/NA/CDC2/PLP3a/ATEBP1/CDC2B/ATCDT1B/TON1B/NA/GIG1/TRM7/ATRANGAP1/ATRPS13A/ATK5/TPXL3/PCH2/MAP65-2/AtPDS5C/AtAUR1/CYCD3/CYCB2;2/CYC1/NA/CYC1BAT/HIT4/AtMYB3R4/NA/EMB40/EMB3013/ADL1/NA/AtPDS5A/ATCAP-C/XRI/ATMAP65-3/ATK3/ANQ1/NA/CYCD3;2/ATEB1C",87
"GO:0007018","GO:0007018","microtubule-based movement","32/1017","67/21895",3.86867508492586e-25,1.66643179283181e-22,1.38356037905638e-22,"ARK3/ATNACK1/NA/ZCF125/NA/NA/NA/Kin7.2/NA/RSW7/NA/NA/NA/NA/POK1/POK2/NA/KINESIN-12B/ATNACK2/NA/ATK5/PAKRP2/NA/NA/Kin7.4/NA/NA/NA/NA/ATK3/NA/NA",32
"GO:0006928","GO:0006928","movement of cell or subcellular component","33/1017","89/21895",1.35974211228241e-21,3.90472609910432e-19,3.24191145717859e-19,"ARK3/ATMYA1/ATNACK1/NA/ZCF125/NA/NA/NA/Kin7.2/NA/RSW7/NA/NA/NA/NA/POK1/POK2/NA/KINESIN-12B/ATNACK2/NA/ATK5/PAKRP2/NA/NA/Kin7.4/NA/NA/NA/NA/ATK3/NA/NA",33
"GO:0051301","GO:0051301","cell division","51/1017","269/21895",6.35574770925212e-18,1.56442190043449e-15,1.29886633637197e-15,"CENH3/ATCSLD5/ATRAB-A2A/ATMYA1/ATNACK1/NRP2/FU/DRP5A/AtTCP15/AtRLP17/CYCA2;4/ATNTRA/AtAUR2/RSW7/ATVAMP722/GEM1/APC7/AtPEIP1/EDE1/AtAUR3/ATN/POK1/POK2/UBC19/KINESIN-12B/ATNACK2/NA/CDC2/PLP3a/ATEBP1/TON1B/NA/TRM7/ACR4/ATRANGAP1/ATRPS13A/MAP65-2/POLAR/AtAUR1/ACT7/PAS2/NA/AtMYB3R4/EMB40/EMB3013/ATPHB3/ADL1/ATMAP65-3/ANQ1/BASL/NA",51
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis","66/1017","443/21895",4.08233933162495e-17,8.79233833548723e-15,7.29986730483988e-15,"MAC3A/PCP2/NA/NA/NFD3/RH5/NA/ARP1/ATNUC-L1/SINE1/AP40/RPL7B/NA/NA/NA/EDA27/PGY1/U2B''/RPL24A/ARRS1/NA/AtPEIP1/NA/EMB2777/NA/NA/SmD1a/NA/NA/NA/CDC73/EBP2/NA/NA/NA/RPL24/NA/RPL23A2/AtCBF5/NA/LSM6A/ARS27A/NA/MEE49/NA/SmD1b/ATEIF3A-1/NA/NA/NA/RUXF/PCP-like/NA/NA/NA/NA/NA/DOT2/ATRAN1/ATTIP49A/emb1644/NA/ATFBR1/PPAN/NA/NA",66
"GO:0000226","GO:0000226","microtubule cytoskeleton organization","39/1017","177/21895",2.66197939054007e-16,5.09621165544504e-14,4.23114618917421e-14,"AtTPX2/ARAC4/PFD6/SKU6/AtAUR2/RSW7/TBB7/GEM1/NA/EDE1/AtAUR3/SP1L3/POK2/KINESIN-12B/ATNACK2/PLP3a/TON1B/TRM7/ATK5/NA/NA/TPXL3/MAP65-2/WDL5/AtAUR1/MPB2C/TUB6/NA/NA/EMB40/EMB3013/TUA5/TUB4/ATGH9A1/ATMAP65-3/ATK3/NA/TUB2/ATEB1C",39
"GO:0000280","GO:0000280","nuclear division","42/1017","213/21895",1.27539272773749e-15,2.19750166989169e-13,1.824482859995e-13,"CENH3/ATPRD3/AtTPX2/CENP-C/AtPDS5E/FU/NA/NA/NA/NA/EMB2795/ATVAMP722/NA/BUBR1/GEM1/APC7/PYM/CMR1/BUB3.1/UBC19/KINESIN-12B/ATTOPII/AtMAD2/MER3/ATNACK2/CDC2/PLP3a/NA/GIG1/TPXL3/PCH2/AtPDS5C/NA/HIT4/NA/ADL1/NA/AtPDS5A/ATCAP-C/XRI/ATMAP65-3/ANQ1",42
"GO:0051726","GO:0051726","regulation of cell cycle","42/1017","251/21895",4.62826032026899e-13,4.69087795989615e-11,3.89461657909941e-11,"GIF2/AtTPX2/CYCA2;3/CYCB3;1/CYCB2;3/CDKB2;2/CYCA1;1/NA/CYCB2;4/CDKB2;1/CYCA2;4/CYCB2;1/NA/AtAUR2/CKS2/BUBR1/CDKB1;2/APC7/AtAUR3/CYC2/CMR1/BUB3.1/UBC19/ATTOPII/AtMAD2/CDC2/CDC2B/ATCDT1B/GIG1/TPXL3/PCH2/AtAUR1/CYCD3/CYCB2;2/CYC1/NA/CYC1BAT/HIT4/AtMYB3R4/NA/ATMSI1/CYCD3;2",42
"GO:0022618","GO:0022618","ribonucleoprotein complex assembly","31/1017","156/21895",5.55128626065935e-12,5.03414011953477e-10,4.17961109597565e-10,"MAC3A/NA/NA/NFD3/ARP1/ATNUC-L1/SINE1/AP40/U2B''/RPL24A/NA/NA/NA/SmD1a/NA/CDC73/NA/RPL24/NA/RPL23A2/ARS27A/SmD1b/ATEIF3A-1/NA/RUXF/PCP-like/ATTIP49A/emb1644/NA/PPAN/NA",31
"GO:0071826","GO:0071826","ribonucleoprotein complex subunit organization","31/1017","159/21895",9.35048860595577e-12,8.0554459340309e-10,6.68806000815468e-10,"MAC3A/NA/NA/NFD3/ARP1/ATNUC-L1/SINE1/AP40/U2B''/RPL24A/NA/NA/NA/SmD1a/NA/CDC73/NA/RPL24/NA/RPL23A2/ARS27A/SmD1b/ATEIF3A-1/NA/RUXF/PCP-like/ATTIP49A/emb1644/NA/PPAN/NA",31
"GO:0046686","GO:0046686","response to cadmium ion","45/1017","319/21895",2.97704626049197e-11,2.33156850310348e-09,1.93579228134382e-09,"MAC3A/TOR2/APX1/NA/ARF1/ATGSTU13/ATS9/eEF-1Bb1/PAB8/AtCRT1a/PBG1/NA/cICDH/ATNTRA/NA/PAG1/TBB7/AtCRL1/LEA26/NA/NA/MEE31/NA/PLD/ATGSKB6/NA/PDF1/AtFBA8/ROC2/ADL1E/NA/AtSBP1/AtHip1/AtHsp90-7/RPT2a/mtHsc70-1/AT-HSC70-1/NA/UAP56a/ATRGP2/GF14/TUA5/ATRAN1/NA/TUB2",45
"GO:0031399","GO:0031399","regulation of protein modification process","34/1017","208/21895",1.49592892112892e-10,1.12064588308919e-08,9.30419864445862e-09,"AtTPX2/CYCA2;3/CYCB3;1/CYCB2;3/ATB/CYCA1;1/NA/CYCB2;4/AtTPR/CYCA2;4/CYCB2;1/CKS2/MMZ3/AtPYL4/PYM/CYC2/RACK1C/AtCYP71/GIG1/PYR1/EBS/TPXL3/VEL1/AtCDC20.1/CYCD3/CYCB2;2/CYC1/CYC1BAT/PAS2/CCS52B/NA/PYL1/ATDDM1/CYCD3;2",34
"GO:0140014","GO:0140014","mitotic nuclear division","23/1017","102/21895",2.13934340033709e-10,1.53587028282534e-08,1.27516126362198e-08,"AtTPX2/CENP-C/AtPDS5E/NA/NA/EMB2795/ATVAMP722/BUBR1/GEM1/APC7/BUB3.1/UBC19/AtMAD2/NA/GIG1/TPXL3/AtPDS5C/NA/HIT4/NA/ADL1/AtPDS5A/ATCAP-C",23
"GO:0010440","GO:0010440","stomatal lineage progression","10/1017","20/21895",5.40355163613427e-09,3.44826647002198e-07,2.86293437563605e-07,"ICE2/CYCA2;3/CDKB1;2/SOL1/ATICE1/CDC2/CDC2B/ATTCX2/CYCD3/CYCD3;2",10
