"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir07Ox-b09470.2","AT4G13770","CYP83A1",1.7745105520982,0.828,0.087,0,0,NA,NA,"cytosol, glucosinolate biosynthetic process, heme binding, iron ion binding, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen, response to insect, response to UV","DEGs"
"Chir06Ox-b24490.2","AT5G14920","GASA14",1.22149989127919,0.518,0.094,0,0,NA,NA,"plasma membrane, plastid, protein binding, regulation of reactive oxygen species metabolic process, response to abscisic acid, response to gibberellin, response to salt stress","DEGs"
"Chir05Ox-b24830.2","AT3G58990","IPMI1",1.10644946773543,0.539,0.096,0,0,NA,NA,"3-isopropylmalate dehydratase activity, chloroplast, chloroplast stroma, glucosinolate biosynthetic process, leucine biosynthetic process, plastid","DEGs"
"Chir07Ox-b35780.2","AT4G39940","AKN2",1.11261514355393,0.602,0.102,0,0,NA,NA,"adenylylsulfate kinase activity, chloroplast, hydrogen sulfide biosynthetic process, male gamete generation, phosphorylation, plastid, regulation of glucosinolate biosynthetic process, sulfate assimilation","DEGs"
"Chir03Ox-b03770.2","AT3G04520","AT3G04520.1",1.40538468986041,0.837,0.111,0,0,NA,NA,"amino acid metabolic process, cytosol, glycine biosynthetic process, L-allo-threonine aldolase activity, lyase activity, nucleus, threonine aldolase activity, threonine catabolic process","DEGs"
"Chir01Ox-b23760.2","AT1G24100","AT1G24100.1",1.06843901273272,0.583,0.127,0,0,NA,NA,"cytosol, defense response by callose deposition in cell wall, defense response to bacterium, glucosinolate biosynthetic process, glycosyltransferase activity, nucleus, quercetin 3-O-glucosyltransferase activity, quercetin 7-O-glucosyltransferase activity, thiohydroximate beta-D-glucosyltransferase activity, UDP-glucose: 4-methylthiobutylhydroximate S-glucosyltransferase activity, UDP-glucose: 6-methylthiohexylhydroximate S-glucosyltransferase activity, UDP-glucose: 9-methylthiononylhydroximate S-glucosyltransferase activity, UDP-glucose:5-methylthiopentylhydroximate S-glucosyltransferase activity, UDP-glucose:7-methylthioheptylhydroximate S-glucosyltransferase activity, UDP-glucose:8-methylthiooctylhydroximate S-glucosyltransferase activity","DEGs"
"Chir02Ox-b20950.2","AT1G74090","SOT18",3.28565566025721,0.916,0.137,0,0,NA,NA,"3-methylthiopropyl-desulfoglucosinolate sulfotransferase activity, 4-methylthiobutyl-desulfoglucosinolate sulfotransferase activity, 5-methylthiopentyl-desulfoglucosinolate sulfotransferase activity, 7-methylthioheptyl-desulfoglucosinolate sulfotransferase activity, 8-methylthiooctyl-desulfoglucosinolate sulfotransferase activity, cytoplasm, desulfoglucosinolate sulfotransferase activity, glucosinolate biosynthetic process, indol-3-yl-methyl-desulfoglucosinolate sulfotransferase activity, sulfation, sulfotransferase activity","DEGs"
"Chir04Ox-b13630.2","AT2G31790","AT2G31790.1",2.13775918262983,0.8,0.169,0,0,NA,NA,"chloroplast, glucosinolate metabolic process, glycosyltransferase activity, organic acid biosynthetic process, peroxisome, quercetin 3-O-glucosyltransferase activity, quercetin 7-O-glucosyltransferase activity, regulation of secondary metabolic process, regulation of small molecule metabolic process, response to inorganic substance, signal transduction","DEGs"
"Chir04Ox-b29570.2","AT2G46650","B5 #1",2.6640547762679,0.901,0.181,0,0,NA,NA,"carboxylic acid metabolic process, cell wall organization or biogenesis, cellular catabolic process, cellular macromolecule localization, cytosol, defense response to bacterium, defense response to other organism, heme binding, hormone-mediated signaling pathway, intracellular membrane-bounded organelle, jasmonic acid mediated signaling pathway, membrane, monocarboxylic acid metabolic process, organic substance catabolic process, regulation of small molecule metabolic process, response to wounding, tryptophan metabolic process","DEGs"
"Chir02Ox-b02980.2","AT1G62480","AT1G62480.1",2.81541790645054,0.63,0.199,1.23127699295917e-292,2.42069056815773e-288,NA,NA,"cytosol, nucleus","DEGs"
