"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009733","GO:0009733","response to auxin","12/41","337/21826",7.98710719611931e-13,1.74917647595013e-10,1.13500996997485e-10,"ARF5/GH3.17/CKRC1/ATPIN1/IAA32/WOX5/DOF3.4/IAA30/FKD1/AXR5/anac071/BG1",12
"GO:0003002","GO:0003002","regionalization","9/41","179/21826",3.83356077830416e-11,4.19774905224305e-09,2.72384581616348e-09,"CVP2/ARF5/CRC/CKRC1/ATPIN1/LAX2/OPS/FKD1/DOF5.3",9
"GO:0048826","GO:0048826","cotyledon morphogenesis","5/41","22/21826",4.67284689794523e-10,2.04670694130001e-08,1.32807227625812e-08,"CVP2/CKRC1/ATPIN1/LAX2/OPS",5
"GO:0048598","GO:0048598","embryonic morphogenesis","5/41","36/21826",6.56193710060976e-09,2.39510704172256e-07,1.55414299751284e-07,"CVP2/CKRC1/ATPIN1/LAX2/OPS",5
"GO:0048507","GO:0048507","meristem development","7/41","282/21826",8.61425494342761e-07,2.09613536956738e-05,1.36014551738331e-05,"CVP2/ARF5/CRC/CKRC1/WOX5/CIK3/ANT",7
"GO:1905392","GO:1905392","plant organ morphogenesis","8/41","445/21826",1.48500730236796e-06,3.25216599218584e-05,2.11027353494395e-05,"CVP2/CKRC1/ATPIN1/LAX2/ROXY1/OPS/WOX5/ANT",8
"GO:0071365","GO:0071365","cellular response to auxin stimulus","5/41","107/21826",1.67821760813502e-06,3.34117869255973e-05,2.16803231672945e-05,"CKRC1/ATPIN1/FKD1/anac071/BG1",5
"GO:0090698","GO:0090698","post-embryonic plant morphogenesis","6/41","201/21826",1.94601830681863e-06,3.55148340994401e-05,2.30449536333786e-05,"CVP2/CKRC1/ATPIN1/LAX2/ROXY1/OPS",6
"GO:0009908","GO:0009908","flower development","7/41","488/21826",3.11421646820704e-05,0.00037889633696519,0.000245859194858451,"ARF5/CRC/CKRC1/ATPIN1/ROXY1/CIK3/ROXY2",7
"GO:0010252","GO:0010252","auxin homeostasis","3/41","39/21826",5.36452260416662e-05,0.000559443071577376,0.000363012807800749,"GH3.17/ATPIN1/GH3.3",3
"GO:0009606","GO:0009606","tropism","4/41","128/21826",9.6602539356643e-05,0.000919824179091514,0.000596857794652028,"CKRC1/ATPIN1/IAA30/NA",4
"GO:0019827","GO:0019827","stem cell population maintenance","3/41","59/21826",0.000185913843212438,0.00162860526654096,0.00105677342457596,"CKRC1/WOX5/ANT",3
"GO:0098727","GO:0098727","maintenance of cell number","3/41","59/21826",0.000185913843212438,0.00162860526654096,0.00105677342457596,"CKRC1/WOX5/ANT",3
"GO:0010078","GO:0010078","maintenance of root meristem identity","2/41","14/21826",0.000308850500939317,0.00260147152714271,0.00168804929663189,"CKRC1/WOX5",2
"GO:0003008","GO:0003008","system process","2/41","21/21826",0.000706819533551071,0.00483729618274014,0.00313883674438798,"OPS/SMXL5",2
"GO:0003013","GO:0003013","circulatory system process","2/41","21/21826",0.000706819533551071,0.00483729618274014,0.00313883674438798,"OPS/SMXL5",2
"GO:0003018","GO:0003018","vascular process in circulatory system","2/41","21/21826",0.000706819533551071,0.00483729618274014,0.00313883674438798,"OPS/SMXL5",2
"GO:0010232","GO:0010232","vascular transport","2/41","21/21826",0.000706819533551071,0.00483729618274014,0.00313883674438798,"OPS/SMXL5",2
"GO:0010233","GO:0010233","phloem transport","2/41","21/21826",0.000706819533551071,0.00483729618274014,0.00313883674438798,"OPS/SMXL5",2
"GO:0009630","GO:0009630","gravitropism","3/41","97/21826",0.000802491441464508,0.0053256250206281,0.00345570477185673,"CKRC1/ATPIN1/IAA30",3
"GO:0010087","GO:0010087","phloem or xylem histogenesis","3/41","103/21826",0.000955090616092869,0.00615190720365701,0.00399186480410332,"CKRC1/OPS/FKD1",3
"GO:0009629","GO:0009629","response to gravity","3/41","107/21826",0.00106636696215259,0.00667241042032618,0.00432961022227366,"CKRC1/ATPIN1/IAA30",3
"GO:0060918","GO:0060918","auxin transport","3/41","114/21826",0.00128020238187655,0.00736878352886742,0.0047814745320697,"CKRC1/ATPIN1/BG1",3
"GO:0010583","GO:0010583","response to cyclopentenone","2/41","35/21826",0.00196960755890717,0.0105205867170895,0.00682662440186054,"ATPIN1/IAA30",2
"GO:0000122","GO:0000122","negative regulation of transcription by RNA polymerase II","2/41","48/21826",0.00367681773191651,0.0183005246202208,0.0118748898040366,"ROXY1/ROXY2",2
"GO:0048609","GO:0048609","multicellular organismal reproductive process","3/41","213/21826",0.00743655780946243,0.0354044817450494,0.0229733479239686,"NA/ANT/ACI1",3
