"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046686","GO:0046686","response to cadmium ion","69/1408","319/21895",2.28968368684541e-19,4.53357369995392e-16,3.75026085971733e-16,"TOR2/ATGLX1/NA/AlaAT1/PGM3/ARF1/ATELF5A-2/APT1/ANN1/AtMAGL3/EIF4A-2/PBG1/ATB2/NA/Hop2/cICDH/NA/ASK1/ATGSTU19/UBC13A/AtHsp70-14/AtFBA3/TBB7/ATGSTF7/ASP1/PICC/ATCS/ATPDI11/ATMS2/GAPC/iPGAM2/ADK1/ATCDC48/NA/ATSERAT2;2/AtDJ1A/AtTCTP1/ATGSKB6/APS1/IDN2/AAE3/AtFBA8/NA/AtPPa4/ATCTIMC/CCH/ATGPX6/ATLEUC1/SHM4/AtHip1/RPT2a/CCoAOMT1/PCK1/AtPCBER1/ATWRKY13/AT-HSC70-1/GDH2/NA/TRA2/ATRGP2/ATCIMS/TUA5/ATRAN1/ATOXS3/NA/ADF3/ADK1/NA/TPPJ",69
"GO:0016192","GO:0016192","vesicle-mediated transport","76/1408","499/21895",1.81628281878085e-12,1.19874666039536e-09,9.91626689832631e-10,"ABCI18/CKL13/AT/ECH/NA/PICALM1b/atgos11/CHMP1B/FREE1/AUXILIN-LIKE3/ARF1/ATVTI12/ATSYP61/NA/NA/CHMP1A/VPS2.1/AP19/AP4S/SNF7.2/CLC1/AtECA4/ATSKD1/NA/ATVAMP722/ATMEMB11/NA/CLC2/AT-GDI1/ATGOS12/ATI1/ARF1A1C/NA/ATSYP71/ATRAB8E/VPS60.1/AtCHC1/NA/ATFP8/NA/PRA1.F3/GOM8/NA/ARA-3/ATELP/ATVAMP727/ARA-6/PRA1.B1/ALPHA-SNAP2/FKD1/ASAR1/NSF/NA/FL3/ATVAMP724/AT-RAB2/ATSYP23/ARA-7/SNF7.1/AUXILIN-LIKE4/PRA1.A1/ACT7/NA/NA/PICALM3/HLB1/ADL1/NA/AP2M/ATSYP22/ATARLB1/TRAPPC3/ckl12/ATGP1/ATEXO70H7/AtRabE1b",76
"GO:0009733","GO:0009733","response to auxin","57/1408","337/21895",1.7297835342926e-11,8.56242849474835e-09,7.08300836673495e-09,"BDL/ARA-2/VIK/ARF5/LCR/AGO1/IAA18/BG3/ARF1/ATPIN3/ATPIN1/UMAMIT5/PIN6/LAX3/BRL2/IAA8/IAA13/ARF3/AtAUX1/AGC1-3/IAA16/ATRHM3/IAA26/FL2/IAA2/PATL6/SAUR59/IAA30/FKD1/ATCUL1/AFB1/PATL5/SAUR35/SMAP1/AXR5/FL3/ATHB-2/ATSK21/IAA27/AHb3/ATHB-8/SAUR49/RCE1/ATMYB73/ACT7/AIL6/BG1/AGL15/ATRBX1/IAA28/ATAUX2-11/MOB1-like/HAT2/DFL1/AtXTH22/BT1/IAA9",57
"GO:0007389","GO:0007389","pattern specification process","38/1408","212/21895",7.92826935945127e-09,3.1395946663427e-06,2.59713413122235e-06,"ASU1/BDL/CVP2/OBP2/VIK/SAUR41/CHMP1B/ARF5/LCR/AGO1/ATHB-15/ATMAP70-1/ATPIN3/CHMP1A/ATPIN1/BRL2/AtMYB88/LAX2/YAB5/CVL1/ATDOF2.4/AS1/ZPR1/OPS/FL2/DOF6/FKD1/ATMYC1/FL3/HHO5/SGR7/PEAR2/AIL6/ADL1/TET1/ATWRKY2/DOF5.3/IFL",38
"GO:0007010","GO:0007010","cytoskeleton organization","47/1408","304/21895",1.96412298278841e-08,6.48160584320174e-06,5.36171116003291e-06,"TCS1/ATMAP70-2/NA/ATMAP70-1/ARAC5/ASK1/AAA1/ADF5/PFN1/TBB7/ADF6/GEM1/WLIM2a/NA/ATVLN2/ARAC9/ATCDC48/ACT11/GOM8/AtTCTP1/ATNEK5/ADF2/ADF1/MIDD1/TON1B/WLIM2b/SCAB3/ATVLN3/NA/ATK1/ARAC7/AtPRF2/ATVLN4/AtAUR1/ATCAP1/ACT7/TUB6/EMB40/TUA5/ATXIK/TUB8/ATMYA2/FRA1/ATGH9A1/PFN3/ADF3/ADF4",47
"GO:0009415","GO:0009415","response to water","57/1408","408/21895",2.66760248667664e-08,6.80552413736721e-06,5.62966271012407e-06,"AtLEA14/ESL1/ATVOZ1/ATP8/ANN1/ALDH3H1/RD21/ATBG1/AtbHLH112/STMP4/LDAP1/ATHVA22C/ATGSTU19/AtMYB88/AHA1/ATHB6/ARR12/ARF3/ATPAL1/ATBZIP12/CID1/DAG2/ATMYB2/RGLG1/AtCHC1/ATCYS6/LSM1B/AtTCTP1/ATERF-7/TIC/CLE25/AT-POX/AtPIP2;1/AtRZF1/AtATG18a/PYR1/ATHVA22D/AtHSPR/ATCIPK6/ARR10/ATOST1/CER9/ABIG1/RD19/ATPLAT1/HD2C/ATCYS1/Rap2.6L/ATBPM1/AL5/GSM1/ATSTP13/ATCBL9/COR78/ABI2/ALX8/SNRK2-3",57
"GO:0009414","GO:0009414","response to water deprivation","56/1408","398/21895",2.74970672216857e-08,6.80552413736721e-06,5.62966271012407e-06,"AtLEA14/ESL1/ATVOZ1/ATP8/ANN1/ALDH3H1/RD21/ATBG1/AtbHLH112/STMP4/LDAP1/ATHVA22C/ATGSTU19/AtMYB88/AHA1/ATHB6/ARR12/ARF3/ATPAL1/ATBZIP12/CID1/ATMYB2/RGLG1/AtCHC1/ATCYS6/LSM1B/AtTCTP1/ATERF-7/TIC/CLE25/AT-POX/AtPIP2;1/AtRZF1/AtATG18a/PYR1/ATHVA22D/AtHSPR/ATCIPK6/ARR10/ATOST1/CER9/ABIG1/RD19/ATPLAT1/HD2C/ATCYS1/Rap2.6L/ATBPM1/AL5/GSM1/ATSTP13/ATCBL9/COR78/ABI2/ALX8/SNRK2-3",56
"GO:0071365","GO:0071365","cellular response to auxin stimulus","24/1408","107/21895",5.83429175684676e-08,1.15518976785566e-05,9.55595576174058e-06,"VIK/LCR/BG3/ATPIN3/ATPIN1/UMAMIT5/PIN6/BRL2/AGC1-3/ATRHM3/FL2/PATL6/FKD1/AFB1/PATL5/FL3/ATMYB73/AIL6/BG1/AGL15/MOB1-like/HAT2/DFL1/IAA9",24
"GO:0001101","GO:0001101","response to acid chemical","58/1408","440/21895",1.5692414496626e-07,2.39007543871688e-05,1.97711716248988e-05,"AtLEA14/ESL1/ATVOZ1/ATP8/ANN1/ALDH3H1/RD21/ATBG1/AtbHLH112/STMP4/LDAP1/ATHVA22C/ATGSTU19/AtMYB88/AHA1/ATHB6/ARR12/ARF3/ATPAL1/ATBZIP12/CID1/GLX2-1/DAG2/ATMYB2/RGLG1/AtCHC1/ATCYS6/LSM1B/AtTCTP1/ATERF-7/TIC/CLE25/AT-POX/AtPIP2;1/AtRZF1/AtATG18a/PYR1/ATHVA22D/AtHSPR/ATCIPK6/ARR10/ATOST1/CER9/ABIG1/RD19/ATPLAT1/HD2C/ATCYS1/Rap2.6L/ATBPM1/AL5/GSM1/ATSTP13/ATCBL9/COR78/ABI2/ALX8/SNRK2-3",58
"GO:0036293","GO:0036293","response to decreased oxygen levels","41/1408","270/21895",2.55289584996833e-07,3.61052413066949e-05,2.98669619740656e-05,"NA/NA/AlaAT1/HHO3/AtTEM1/NA/AtSTOP1/ERF74/NA/LDAP1/CP12-3/RHA2B/CID1/GLX2-1/HRU1/NA/ATGID1A/NA/ROPGAP4/RAP2.2/AtEIN3/AT-POX/ATPSK3/ATMES10/LSD1/ACBP3/NA/ATRMA3/IDF1/NA/AHb3/AtGILP/NA/DIN10/AtGDPD2/NA/NA/BBX29/AtXTH22/EXL2/NA",41
"GO:0097435","GO:0097435","supramolecular fiber organization","30/1408","172/21895",5.32685526779019e-07,6.20421966483799e-05,5.13225188649012e-05,"TCS1/NA/ARAC5/AAA1/ADF5/PFN1/ADF6/GEM1/WLIM2a/NA/ATVLN2/ARAC9/AtTCTP1/ATNEK5/ADF2/ADF1/MIDD1/WLIM2b/SCAB3/ATVLN3/ARAC7/AtPRF2/ATVLN4/ATCAP1/ATXIK/ATMYA2/ATGH9A1/PFN3/ADF3/ADF4",30
