"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene_ID","source","TF"
0,1.27102600334698,0.311,0.024,0,"Chir06Ox-b25450.2","DEGs","Yes"
0,2.13778077302079,0.679,0.097,0,"Chir02Ox-b03290.2","DEGs","Yes"
0,1.1889477944437,0.676,0.186,0,"Chir06Ox-b31830.2","DEGs","Yes"
0,2.69528693650442,0.881,0.214,0,"Chir03Ox-b23340.2","DEGs","Yes"
0,1.14952765343823,0.859,0.482,0,"Chir04Ox-b02760.2","DEGs","Yes"
0,1.85261746979681,0.865,0.531,0,"Chir01Ox-b25170.2","DEGs","Yes"
0,1.21021762166961,0.905,0.601,0,"Chir01Ox-b39520.2","DEGs","Yes"
0,1.9766558529645,0.983,0.665,0,"Chir04Ox-b02750.2","DEGs","Yes"
0,0.966432312889661,0.83,0.404,0,"Chir06Ox-b33870.2","DEGs","Yes"
0,0.898476664887952,0.463,0.075,0,"Chir03Ox-b00140.2","DEGs","Yes"
0,1.06206952537799,0.275,0.012,0,"Chir02Ox-b20850.2","DEGs","No"
2.5483008069874e-262,1.02942712631377,0.136,0.014,5.00995938653723e-258,"Chir07Ox-b12060.2","DEGs","No"
0,1.07669130453623,0.257,0.018,0,"Chir01Ox-b27850.2","DEGs","No"
0,1.03904084985379,0.347,0.02,0,"Chir04Ox-b26260.2","DEGs","No"
0,1.48688598477127,0.388,0.021,0,"Chir05Ox-b00600.2","DEGs","No"
0,2.07232366625011,0.299,0.021,0,"Chir06Ox-b33630.2","DEGs","No"
0,1.80206064465317,0.4,0.023,0,"Chir02Ox-b11350.2","DEGs","No"
0,1.34309924113151,0.334,0.024,0,"Chir06Ox-b13450.2","DEGs","No"
0,1.203441280359,0.407,0.025,0,"Chir04Ox-b22870.2","DEGs","No"
0,1.9332537823147,0.411,0.026,0,"Chir03Ox-b22100.2","DEGs","No"
