"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene_ID","source","TF"
0,3.44027598834668,0.445,0.002,0,"Chir03Ox-b05620.2","DEGs","Yes"
0,1.18259826914245,0.48,0.003,0,"Chir01Ox-b08370.2","DEGs","Yes"
0,1.55123924176394,0.445,0.006,0,"Chir03Ox-b24280.2","DEGs","Yes"
3.84512769045112e-64,1.64089454690681,0.543,0.128,7.55952103942689e-60,"Chir02Ox-b03290.2","DEGs","Yes"
5.8761239033009e-100,1.10102972438262,0.676,0.145,1.15524595938896e-95,"Chir05Ox-b03000.2","DEGs","Yes"
2.14216238982329e-73,1.575188388107,0.717,0.192,4.21149125839259e-69,"Chir05Ox-b06840.2","DEGs","Yes"
4.09641261384738e-105,1.30364239266077,0.803,0.197,8.05354719882395e-101,"Chir01Ox-b04460.2","DEGs","Yes"
1.86194273855446e-32,1.14693652660188,0.549,0.227,3.66057942399808e-28,"Chir05Ox-b26390.2","DEGs","Yes"
8.98937993318123e-48,1.11521540887141,0.665,0.25,1.76731209486343e-43,"Chir01Ox-b14480.2","DEGs","Yes"
6.76091918239694e-79,1.30789952016867,0.838,0.306,1.32919671125924e-74,"Chir07Ox-b35230.2","DEGs","Yes"
0,1.50343929998237,0.549,0.001,0,"Chir05Ox-b28440.2","DEGs","No"
0,1.57215883084191,0.179,0.001,0,"Chir04Ox-b00240.2","DEGs","No"
0,1.72290934149876,0.451,0.002,0,"Chir01Ox-b03780.2","DEGs","No"
0,2.53535377984474,0.416,0.002,0,"Chir05Ox-b21110.2","DEGs","No"
0,1.74708416056483,0.728,0.002,0,"Chir07Ox-b23500.2","DEGs","No"
0,2.42115985202971,0.566,0.003,0,"Chir02Ox-b18370.2","DEGs","No"
0,2.44959124412325,0.671,0.003,0,"Chir03Ox-b35560.2","DEGs","No"
0,1.66986945482418,0.549,0.004,0,"Chir01Ox-b17020.2","DEGs","No"
0,1.30653587765978,0.526,0.004,0,"Chir06Ox-b31760.2","DEGs","No"
0,1.2497050603692,0.699,0.005,0,"Chir01Ox-b32160.2","DEGs","No"
