"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene_ID","source","TF"
0,1.22702123836426,0.629,0.185,0,"Chir01Ox-b35900.2","DEGs","No"
0,1.46306828015042,0.65,0.195,0,"Chir08Ox-b28040.2","DEGs","No"
0,1.24737319691561,0.878,0.301,0,"Chir02Ox-b23040.2","DEGs","No"
0,2.46548634994981,0.91,0.324,0,"Chir04Ox-b10410.2","DEGs","No"
0,2.14863115909192,0.919,0.353,0,"Chir05Ox-b11100.2","DEGs","No"
0,1.98964620722223,0.908,0.361,0,"Chir08Ox-b22280.2","DEGs","No"
0,2.61625641071565,0.932,0.396,0,"Chir01Ox-b08780.2","DEGs","No"
0,1.01523695863294,0.819,0.419,0,"Chir06Ox-b16310.2","DEGs","No"
0,1.56585363933893,0.904,0.426,0,"Chir01Ox-b08430.2","DEGs","No"
0,2.30729485390304,0.929,0.427,0,"Chir05Ox-b19240.2","DEGs","No"
