"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source","rank"
"Chir05Ox-b01300.2","Chir05Ox-b01300.2","AT2G02250","AtPP2-B2",1.18773248145715,0.642,0.001,0,0,NA,NA,"carbohydrate binding, nucleus","GEP_41and DEGs",1
"Chir06Ox-b11410.2","Chir06Ox-b11410.2","AT5G25980","BGLU37",3.25352866372952,0.481,0.001,0,0,NA,NA,"apoplast, beta-glucosidase activity, carbohydrate metabolic process, chloroplast, cytosolic ribosome, defense response to insect, extracellular region, glucosinolate catabolic process, glucosinolate glucohydrolase activity, peroxisome, plant-type vacuole, plasmodesma, plastid, regulation of stomatal movement, response to abscisic acid, secretory vesicle, thioglucosidase activity","DEGs",2
"Chir06Ox-b11430.2","Chir06Ox-b11430.2",NA,NA,1.6513800510317,0.453,0.003,0,0,NA,NA,NA,"GEP_41and DEGs",3
"Chir02Ox-b17620.2","Chir02Ox-b17620.2","AT1G71050","HIPP20",2.85549894064097,0.896,0.004,0,0,NA,NA,"cadmium ion homeostasis, cytoplasm, detoxification of cadmium ion, molecular_function","GEP_41and DEGs",4
"Chir06Ox-b11990.2","Chir06Ox-b11990.2",NA,NA,1.79779802549133,0.443,0.004,0,0,NA,NA,NA,"GEP_41and DEGs",5
"Chir03Ox-b24280.2","Chir03Ox-b24280.2","AT3G24140","FMA",2.28569345629364,0.915,0.005,0,0,"Yes","bHLH","DNA-binding transcription factor activity, guard cell differentiation, guard cell fate commitment, guard mother cell differentiation, negative regulation of cell division, negative regulation of histone H3-K27 methylation, nucleus, positive regulation of cell differentiation, positive regulation of DNA-templated transcription, protein binding, protein dimerization activity, response to low humidity, stomatal complex development","GEP_41and DEGs",6
"Chir07Ox-b03170.2","Chir07Ox-b03170.2","AT5G39610","ATNAC2",0.831823042225411,0.208,0.005,6.25576493019879e-185,1.22988338527708e-180,"Yes","NAC","DNA-binding transcription factor activity, floral organ senescence, lateral root development, leaf senescence, nucleus, positive regulation of age-related resistance, positive regulation of DNA-binding transcription factor activity, positive regulation of DNA-templated transcription, positive regulation of leaf senescence, positive regulation of programmed cell death, protein binding, protein homodimerization activity, regulation of gene expression, regulation of seed germination, response to abscisic acid, response to auxin, response to ethylene, response to hydrogen peroxide, response to oxidative stress, response to salt, response to salt stress, sequence-specific DNA binding, stress-induced premature senescence, transcription cis-regulatory region binding","DEGs",7
"Chir01Ox-b01210.2","Chir01Ox-b01210.2",NA,NA,3.82884829485892,0.906,0.006,0,0,NA,NA,NA,"GEP_41and DEGs",8
"Chir04Ox-b21420.2","Chir04Ox-b21420.2","AT2G38900","T7F6.7",1.72547453824897,0.613,0.006,0,0,NA,NA,"defense response, extracellular region, molecular_function, response to wounding","GEP_41and DEGs",9
"Chir05Ox-b23410.2","Chir05Ox-b23410.2","AT3G57600","F15B8.210",2.48515161746143,0.887,0.006,0,0,"Yes","ERF","DNA-binding transcription factor activity, nucleus, positive regulation of DNA-templated transcription, protein binding, response to stress, transcription cis-regulatory region binding","GEP_41and DEGs",10
"Chir06Ox-b36510.2","Chir06Ox-b36510.2","AT5G02460","AT5G02460.1",1.45540385592482,0.858,0.009,0,0,"Yes","Dof","DNA-binding transcription factor activity, nucleus, plasmodesmata-mediated intercellular transport, polarity specification of adaxial/abaxial axis, regulation of DNA-templated transcription, root radial pattern formation","DEGs",11
"Chir06Ox-b13650.2","Chir06Ox-b13650.2",NA,NA,6.13111208441817,0.557,0.012,0,0,NA,NA,NA,"GEP_41and DEGs",12
"Chir07Ox-b15170.2","Chir07Ox-b15170.2","AT4G18280","GRPL1",1.79626145243697,0.811,0.013,0,0,NA,NA,"cellular_component, molecular_function, response to stress","DEGs",13
