"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir02Ox-b03100.2","Chir02Ox-b03100.2","AT1G62360","STM",1.79932330494786,0.696,0.003,0.955803794990137,2,0,0,"Yes","TALE","carpel development, cytokinin biosynthetic process, cytoplasm, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, endosome, floral meristem determinacy, microtubule cytoskeleton, nucleus, plasma membrane, plasmodesma, plasmodesmata-mediated intercellular transport, protein binding, protein homodimerization activity, regulation of meristem structural organization, regulation of transcription by RNA polymerase II, RNA binding, RNA polymerase II cis-regulatory region sequence-specific DNA binding, stem cell population maintenance","GEP_23"
"Chir02Ox-b17040.2","Chir02Ox-b17040.2","AT1G70510","KNAT2",1.22824212376358,0.737,0.004,0.934869233368602,3,0,0,"Yes","TALE","cytokinin-activated signaling pathway, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, protein binding, regulation of DNA-templated transcription, regulation of transcription by RNA polymerase II, response to ethylene, RNA polymerase II cis-regulatory region sequence-specific DNA binding, specification of carpel identity","GEP_23"
"Chir08Ox-b10180.2","Chir08Ox-b10180.2","AT4G08150","KNAT1",2.92578423043643,0.878,0.007,0.99467659672088,1,0,0,"Yes","TALE","cell fate commitment, cell fate specification, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, identical protein binding, nucleus, protein binding, regulation of transcription by RNA polymerase II, RNA polymerase II cis-regulatory region sequence-specific DNA binding, transcription cis-regulatory region binding, xylem and phloem pattern formation, xylem development","GEP_23"
"Chir06Ox-b35090.2","Chir06Ox-b35090.2","AT5G03840","TFL1",1.19554347080204,0.176,0.008,0.438886985142032,14,7.23728015718064e-237,1.42284927890171e-232,NA,NA,"cytoplasm, meristem determinacy, negative regulation of flower development, nucleus, plasma membrane, protein targeting to vacuole, response to sucrose, transcription coregulator activity, vacuole, vegetative to reproductive phase transition of meristem, vesicle","GEP_23"
"Chir03Ox-b23410.2","Chir03Ox-b23410.2","AT3G23290","LSH4",2.14194535852575,0.821,0.025,0.539941143088188,9,0,0,NA,NA,"mitochondrion, mRNA transcription, nucleus, post-embryonic plant morphogenesis, response to light stimulus","GEP_23"
"Chir01Ox-b11440.2","Chir01Ox-b11440.2","AT1G11580","ATPMEPCRA",1.86839338043295,0.367,0.028,0.25996916204547,29,0,0,NA,NA,"cell wall modification, enzyme inhibitor activity, extracellular region, membrane, pectin catabolic process, pectinesterase activity, pectinesterase inhibitor activity, plant-type cell wall, plant-type vacuole, response to bacterium, rRNA N-glycosylase activity","GEP_23"
"Chir03Ox-b19030.2","Chir03Ox-b19030.2","AT3G19200","MVI11.12",1.19582974368654,0.515,0.031,0.546637578280302,7,0,0,NA,NA,"defense response to other organism, molecular_function, nucleus","GEP_23"
"Chir03Ox-b03760.2","Chir03Ox-b03760.2","AT3G04510","LSH2",1.52879024106203,0.745,0.037,0.545313854013561,8,0,0,NA,NA,"chemical homeostasis, mRNA transcription, nucleus, post-embryonic plant morphogenesis, response to light stimulus","GEP_23"
"Chir07Ox-b33410.2","Chir07Ox-b33410.2","AT4G35900","FD",1.2439285664261,0.584,0.038,0.420867167367537,15,0,0,"Yes","bZIP","DNA-binding transcription factor activity, nucleus, photoperiodism, positive regulation of DNA-templated transcription, positive regulation of flower development, protein binding, protein self-association, regulation of DNA-templated transcription, regulation of flower development, regulation of photoperiodism, flowering","GEP_23"
"Chir04Ox-b12980.2","Chir04Ox-b12980.2","AT2G31160","LSH3",1.36641428956433,0.763,0.054,0.366409442866124,21,0,0,NA,NA,"maintenance of shoot apical meristem identity, mRNA transcription, nucleus, organ boundary specification between lateral organs and the meristem, petal development, post-embryonic plant morphogenesis, response to light stimulus, specification of petal number","GEP_23"
