"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir01Ox-b43090.2","Chir01Ox-b43090.2","AT1G54020","AT1G54020.2",0.311539428743324,0.236,0.018,0.370238097030639,19,3.88818606067497e-234,7.644173795287e-230,NA,NA,"amino acid metabolic process, carboxylic acid biosynthetic process, cytosol, extracellular region, hydrolase activity, acting on ester bonds, indole-containing compound biosynthetic process, isoprenoid metabolic process, plant-type vacuole, response to inorganic substance, response to jasmonic acid, response to wounding, sulfur compound biosynthetic process, vacuole","GEP_9"
"Chir03Ox-b16250.2","Chir03Ox-b16250.2","AT3G16470","JAL35",1.94623781970007,0.46,0.038,0.450687067927846,14,0,0,NA,NA,"carbohydrate binding, chloroplast, cytoplasm, cytosol, nucleus, plant-type vacuole, plasmodesma, protein binding, response to jasmonic acid, response to wounding, vegetative to reproductive phase transition of meristem","GEP_9"
"Chir06Ox-b32080.2","Chir06Ox-b32080.2",NA,NA,0.371739899085363,0.265,0.047,0.797940171050178,5,3.27456833891419e-108,6.4378013543053e-104,NA,NA,NA,"GEP_9"
"Chir04Ox-b21900.2","Chir04Ox-b21900.2",NA,NA,1.63072669161014,0.424,0.056,0.300090426278248,21,1.09361859784752e-256,2.15005416336823e-252,NA,NA,NA,"GEP_9"
"Chir02Ox-b20340.2","Chir02Ox-b20340.2",NA,NA,2.30346756712857,0.803,0.076,0.999253237177211,1,0,0,NA,NA,NA,"GEP_9"
"Chir02Ox-b20100.2","Chir02Ox-b20100.2","AT1G73325","AT1G73325.1",0.460659064550644,0.429,0.083,0.298148112264934,22,4.24003249921583e-160,8.33590389345832e-156,NA,NA,"alpha-amino acid metabolic process, defense response to other organism, extracellular region, flavonoid biosynthetic process, response to jasmonic acid, response to wounding","GEP_9"
"Chir05Ox-b05920.2","Chir05Ox-b05920.2","AT3G28220","AT3G28220.1",3.19902820789198,0.836,0.087,0.976968742102066,2,0,0,NA,NA,"alpha-amino acid metabolic process, amine metabolic process, cellular component assembly, chloroplast envelope, cytosol, nucleus, plant-type vacuole, response to jasmonic acid, response to wounding, secondary metabolic process","GEP_9"
"Chir05Ox-b14380.2","Chir05Ox-b14380.2","AT3G49360","PGL2",1.98937798070397,0.665,0.094,0.491435182605236,12,0,0,NA,NA,"6-phosphogluconolactonase activity, carbohydrate metabolic process, cytoplasm, cytosol, pentose-phosphate shunt, oxidative branch, plant-type vacuole","GEP_9"
"Chir05Ox-b29240.2","Chir05Ox-b29240.2","AT3G45140","AT3G45140.2",2.60056087112309,0.93,0.131,0.950891269282909,3,0,0,NA,NA,"chloroplast, chloroplast envelope, chloroplast stroma, chloroplast thylakoid membrane, cytoplasm, cytosol, green leaf volatile biosynthetic process, jasmonic acid biosynthetic process, linoleate 13S-lipoxygenase activity, lipid oxidation, mRNA binding, oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen, oxylipin biosynthetic process, protein binding, response to bacterium, response to fungus, response to herbivore, response to jasmonic acid, response to other organism, response to water deprivation, response to wounding, salicylic acid binding","GEP_9"
"Chir08Ox-b03660.2","Chir08Ox-b03660.2","AT4G03420","F9H3.4",0.416840515208721,0.429,0.133,0.228249572712144,25,8.46188126198116e-84,1.6636058561055e-79,NA,NA,"amino acid metabolic process, defense response to other organism, jasmonic acid mediated signaling pathway, molecular_function, monocarboxylic acid biosynthetic process, nucleus, response to light intensity, response to wounding","GEP_9"
