"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir07Ox-b02670.2","Chir07Ox-b02670.2",NA,NA,0.449840997014239,0.155,0.022,0.62554819710325,4,4.15448489414737e-202,8.16771730189374e-198,NA,NA,NA,"GEP_40"
"Chir02Ox-b15590.2","Chir02Ox-b15590.2","AT1G69180","CRC",1.39005720426681,0.378,0.061,0.761147866980722,1,0,0,"Yes","YABBY","carpel development, cell fate commitment, DNA-binding transcription factor activity, floral meristem determinacy, leaf development, nectary development, nucleus, polarity specification of adaxial/abaxial axis, protein binding, regulation of DNA-templated transcription, sequence-specific DNA binding, style development, transcription cis-regulatory region binding","GEP_40"
"Chir02Ox-b10470.2","Chir02Ox-b10470.2","AT1G65090","AT1G65090.3",0.405566543299763,0.407,0.103,0.550209644410143,6,1.78804097894041e-303,3.51528856459684e-299,NA,NA,"cytoplasm, lipid droplet, nucleus, protein binding, seed development","GEP_40"
"Chir03Ox-b17800.2","Chir03Ox-b17800.2","AT3G18010","AT3G18010.1",0.305742838673655,0.38,0.119,0.393746563621313,14,2.39699002699301e-200,4.71248239306827e-196,"Yes","WOX","DNA-binding transcription factor activity, nucleus, plant organ development","GEP_40"
"Chir02Ox-b14980.2","Chir02Ox-b14980.2","AT1G68640","TGA8",0.324278287778719,0.378,0.121,0.399900203659527,12,2.62812117838939e-195,5.16688623671354e-191,"Yes","bZIP","cis-regulatory region sequence-specific DNA binding, DNA binding, DNA-binding transcription factor activity, DNA-templated transcription, nucleus, protein binding, regulation of DNA-templated transcription, regulation of flower development, transcription cis-regulatory region binding","GEP_40"
"Chir04Ox-b02390.2","Chir04Ox-b02390.2","AT2G23180","CYP96A1",0.44367108696058,0.458,0.126,0.449018112147547,9,0,0,NA,NA,"embryo development, extracellular region, heme binding, iron ion binding, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, response to light stimulus, seed development","GEP_40"
"Chir07Ox-b24620.2","Chir07Ox-b24620.2","AT4G27450","AT4G27450.1",0.413196810443001,0.446,0.145,0.349062000065212,19,1.86657512865316e-224,3.66968670293212e-220,NA,NA,"cellular response to hypoxia, plasma membrane, plasmodesma, protein binding, response to hypoxia, response to light intensity","GEP_40"
"Chir01Ox-b26840.2","Chir01Ox-b26840.2","AT1G28110","SCPL45",0.502920372915082,0.594,0.175,0.462793094765655,8,0,0,NA,NA,"chloroplast, plant-type cell wall, plasmodesma, serine-type carboxypeptidase activity","GEP_40"
"Chir01Ox-b10920.2","Chir01Ox-b10920.2","AT1G11112",NA,0.372023933533005,0.467,0.186,0.408531913703358,11,9.69744924546913e-180,1.90651852165923e-175,NA,NA,"biological_process, mitochondrion, molecular_function","GEP_40"
"Chir07Ox-b19850.2","Chir07Ox-b19850.2","AT4G23060","AT4G23060.1",0.314069541127709,0.466,0.221,0.233095183933638,34,1.46586852599205e-117,2.88189752210038e-113,NA,NA,"nucleus, response to gibberellin","GEP_40"
