"","WT_p_val","WT_avg_log2FC","WT_pct.1","WT_pct.2","WT_p_val_adj","gene_ID"
"Chir03Ox-b01000.2",0,1.17339476338246,0.164,0.001,0,"Chir03Ox-b01000.2"
"Chir04Ox-b26410.2",0,1.20549927645969,0.201,0.001,0,"Chir04Ox-b26410.2"
"Chir05Ox-b22900.2",0,0.792958997198805,0.108,0.001,0,"Chir05Ox-b22900.2"
"Chir07Ox-b20270.2",0,0.353116211509428,0.194,0.001,0,"Chir07Ox-b20270.2"
"Chir07Ox-b30280.2",0,0.469072781700724,0.128,0.001,0,"Chir07Ox-b30280.2"
"Chir08Ox-b07070.2",0,0.302651109510339,0.147,0.001,0,"Chir08Ox-b07070.2"
"Chir08Ox-b18300.2",0,0.43965168253155,0.117,0.001,0,"Chir08Ox-b18300.2"
"Chir08Ox-b23240.2",0,0.578816818281208,0.144,0.001,0,"Chir08Ox-b23240.2"
"Chir05Ox-b10320.2",0,2.95098848071269,0.212,0.002,0,"Chir05Ox-b10320.2"
"Chir07Ox-b31070.2",0,1.31795419436044,0.201,0.002,0,"Chir07Ox-b31070.2"
"Chir01Ox-b01580.2",0,0.575987204206472,0.296,0.003,0,"Chir01Ox-b01580.2"
"Chir01Ox-b22650.2",0,0.982670382809785,0.371,0.003,0,"Chir01Ox-b22650.2"
"Chir04Ox-b16890.2",0,0.336171812931735,0.125,0.003,0,"Chir04Ox-b16890.2"
"Chir02Ox-b27180.2",1.05581053349912e-287,0.430074213318523,0.11,0.003,2.07572350885927e-283,"Chir02Ox-b27180.2"
"Chir02Ox-b22460.2",0,0.372065207546391,0.222,0.004,0,"Chir02Ox-b22460.2"
"Chir03Ox-b05160.2",0,1.34266477640956,0.135,0.004,0,"Chir03Ox-b05160.2"
"Chir05Ox-b02910.2",0,0.256132782250504,0.141,0.004,0,"Chir05Ox-b02910.2"
"Chir05Ox-b23900.2",0,0.276357969791206,0.158,0.004,0,"Chir05Ox-b23900.2"
"Chir07Ox-b20280.2",0,0.523014094128458,0.285,0.004,0,"Chir07Ox-b20280.2"
"Chir03Ox-b26140.2",0,0.966751880760255,0.414,0.005,0,"Chir03Ox-b26140.2"
"Chir04Ox-b26430.2",0,1.07492063165693,0.479,0.005,0,"Chir04Ox-b26430.2"
"Chir07Ox-b09320.2",0,0.415134894472741,0.297,0.005,0,"Chir07Ox-b09320.2"
"Chir07Ox-b16670.2",0,1.15834126806129,0.299,0.005,0,"Chir07Ox-b16670.2"
"Chir03Ox-b32580.2",0,0.447741773845911,0.23,0.006,0,"Chir03Ox-b32580.2"
